ItrTime,Policy-TimeAlgoOpt,Data-EnvTrajs-NumTrajs,Data-EnvSampler-PolicyExecTime,LossBefore,Data-EnvTrajs-AverageDiscountedReturn,Policy-TimeSampling,LossAfter,Policy-TimeSampleProc,Data-EnvTrajs-MinReturn,Time,Policy-MaxReturn,Policy-AverageReturn,Policy-AverageAbsPolicyMean,Data-EnvTrajs-MaxReturn,ModelSampler-n_timesteps,Policy-NumTrajs,Policy-StdReturn,Data-TimeEnvSampling,Policy-AverageDiscountedReturn,Data-EnvSampler-EnvExecTime,Policy-MinReturn,Iteration,Data-EnvTrajs-StdReturn,Data-TimeEnvSampleProc,n_timesteps,Data-EnvTrajs-AverageReturn,Model-TimeModelFit,Policy-TimeStep,Policy-AveragePolicyStd
10.721554517745972,1.1074247360229492,5,0.05206298828125,-1.3755912e-05,-77.95337746637777,5.20636510848999,-0.00410442,0.44887709617614746,-340.6778485736071,10.721555471420288,-3636049.3334041685,-5011550.428055436,0.32378218,-201.2536726807746,40000,20,592903.5753648896,0.30159878730773926,-1836809.377377032,0.23522210121154785,-5492607.224620044,0,52.46126420815268,0.0006115436553955078,1000,-293.47296000110117,3.6060962677001953,6.811601161956787,0.95809245
8.702133417129517,0.6666271686553955,5,0.6326544284820557,-1.3549013e-05,-59.84116571974105,1.7736966609954834,-0.004484682,0.4598844051361084,-449.9114829549882,19.54818296432495,-5297863.887202203,-5346631.364718987,0.33194035,71.24231279693977,80000,20,22265.533599465274,0.9936628341674805,-2062523.2832050393,0.3341825008392334,-5396451.0978675485,1,181.88523356879875,0.0005865097045898438,2000,-268.666717580522,4.7723352909088135,2.9338362216949463,0.94040614
11.670437335968018,0.653331995010376,5,0.5659811496734619,-1.3461925e-05,-116.42943872649039,1.948523998260498,-0.0035396086,0.3568387031555176,-437.5407873568538,31.224299430847168,-3616297.7818053365,-4305881.746004729,0.50287163,-314.1232950736101,120000,20,441701.79946438025,0.9831318855285645,-1345527.08263567,0.3875718116760254,-4896245.975903273,2,48.17251778605097,0.0008864402770996094,3000,-383.6070171600513,7.6795361042022705,3.004840135574341,0.92910635
13.082361459732056,0.6472971439361572,5,0.5530037879943848,-1.3178409e-05,-93.0054101076593,1.881378173828125,-0.005981165,0.39394545555114746,-501.2256559848195,44.31510925292969,-2004560.7571007013,-3686473.789680081,0.5639526,-106.56371721072121,160000,20,926805.835120221,0.9142665863037109,-1065559.646499965,0.3332338333129883,-4708279.68347308,3,135.18850430470366,0.0007646083831787109,4000,-249.19377130080056,9.215867280960083,2.948356866836548,0.90289646
14.540048837661743,0.5912106037139893,5,0.45897841453552246,-1.30641765e-05,-40.78036885855954,1.606794834136963,-0.0053269183,0.5207886695861816,-303.7952406197415,58.86460256576538,-560.6927804350853,-2050924.0037077635,0.94868,181.73489747031627,200000,20,1286496.326838885,0.7913162708282471,-481783.76805210824,0.3070104122161865,-4031415.4886693656,4,177.11888449405893,0.0006139278411865234,5000,-118.12611948518989,10.998291254043579,2.747497320175171,0.89310956
16.327979564666748,0.5906982421875,5,0.4199686050415039,-1.2925328e-05,-51.61082054085779,1.6845674514770508,-0.0066060163,0.5896821022033691,-260.2772420860717,75.22415852546692,-254.6233526468277,-3964140.8988344134,0.8409564,-56.353967934298424,240000,20,919583.8847348619,0.7312910556793213,-1195943.0132212476,0.2875542640686035,-4357531.816552103,5,72.89622431697072,0.0006196498870849609,6000,-124.47882872197479,12.70267939567566,2.889638662338257,0.8826273
19.77699303627014,0.5616898536682129,5,0.633817195892334,-1.2792448e-05,-102.21138318063177,1.566697120666504,-0.006358407,0.57855224609375,-476.79423889363164,95.00574398040771,77.66051602363586,-1360745.7394398302,0.90596807,-108.54010578285025,280000,20,1252235.8659159772,1.063349723815918,-295369.6304286353,0.39840078353881836,-3308992.1706709266,6,117.73369354636627,0.0011248588562011719,7000,-309.3143501047573,15.897876262664795,2.812777280807495,0.8705782
5.382752418518066,0.6387147903442383,5,0.6773190498352051,-1.2705815e-05,-98.17771380483956,1.9097557067871094,-0.006514754,0.3506171703338623,-418.99360121653393,100.39451360702515,-761.899232685566,-399512.5678979933,1.2154295,-123.42140713907956,320000,20,1131172.1093133362,1.1113765239715576,-108276.8715717403,0.4027872085571289,-3786896.937885314,7,119.66464661683735,0.0010869503021240234,8000,-310.6192740660862,1.3354010581970215,2.9321627616882324,0.863646
22.877156734466553,0.6130332946777344,5,0.9108340740203857,-1.2724668e-05,-74.93657149633131,1.7172980308532715,-0.008298495,0.31878185272216797,-400.779944363512,123.29403495788574,-509.8421918749809,-1275630.7023545206,1.1994605,8.71062551087926,360000,20,1255431.1756205244,1.461914300918579,-275029.0469842239,0.5073015689849854,-3194904.036337018,8,135.9083521077139,0.0012753009796142578,9000,-193.22731448131952,18.741605281829834,2.669009208679199,0.86323714
26.575887441635132,0.6635267734527588,5,0.8777716159820557,-1.2604967e-05,-100.15696691732859,1.7295935153961182,-0.008422801,0.4138064384460449,-470.31962547359626,149.8776638507843,-396.15257453918457,-216457.83734069468,1.0501215,-108.29246842852116,400000,20,800339.8445124606,1.4005343914031982,-54420.84080655307,0.4681732654571533,-3646018.8860547245,9,143.46651996287795,0.0010440349578857422,10000,-270.53466203308585,22.33228087425232,2.8390543460845947,0.85291326
