LossBefore,Policy-MinReturn,n_timesteps,Policy-MaxReturn,Policy-NumTrajs,Data-EnvTrajs-MaxReturn,Data-EnvTrajs-AverageDiscountedReturn,Model-TimeModelFit,Data-EnvTrajs-MinReturn,Time,Policy-AveragePolicyStd,Data-EnvTrajs-NumTrajs,Data-EnvTrajs-AverageReturn,Policy-TimeSampling,Policy-TimeSampleProc,Data-TimeEnvSampleProc,Data-EnvTrajs-StdReturn,Policy-AverageAbsPolicyMean,ModelSampler-n_timesteps,Policy-TimeAlgoOpt,Policy-TimeStep,Data-EnvSampler-PolicyExecTime,Data-EnvSampler-EnvExecTime,Iteration,Policy-AverageReturn,Policy-AverageDiscountedReturn,Data-TimeEnvSampling,ItrTime,LossAfter,Policy-StdReturn
-1.4278356e-05,16481.30743151903,1000,17256.290607571602,20,-26.71996322992011,-18.715297639371602,2.623993158340454,-88.82603948180461,7.998522520065308,1.0086474,5,-55.45096828093207,3.7517969608306885,0.41785645484924316,0.0005095005035400391,20.832666927469926,0.9487342,40000,0.9496524333953857,5.211655139923096,0.035218238830566406,0.11596322059631348,0,16769.510883002356,5991.745302512496,0.16059494018554688,7.998521327972412,-0.017477706,219.54882395596377
-1.4137309e-05,-1252.191161364317,2000,-135.45628929138184,20,-48.32886719357472,-37.166177094985116,3.9357094764709473,-119.28583905846034,15.15877652168274,0.99399674,5,-73.77528170545882,1.4348230361938477,0.33058595657348633,0.0005900859832763672,24.01058801195725,0.74809885,80000,0.5957040786743164,2.3816614151000977,0.47733402252197266,0.20649218559265137,1,-249.87642786875367,-95.19449759134184,0.705733060836792,7.025547504425049,-0.015450381,238.24916474996598
-1.37138595e-05,-155.57533240318298,3000,-103.9035381115973,20,-1.845503731299293,-15.576841377513341,6.24644923210144,-106.99826380136362,24.594862699508667,0.9556748,5,-52.82894302434046,1.348933458328247,0.5741865634918213,0.0005652904510498047,37.42966638800554,0.6489353,120000,0.5020081996917725,2.4774534702301025,0.4444437026977539,0.23808884620666504,2,-129.59040958266706,-57.05250044827827,0.7050342559814453,9.43087887763977,-0.016666664,15.787624669914264
-1.352784e-05,-8082.867958247662,4000,-331.63612854480743,20,-8.005545589600393,-16.49608161712098,8.217282772064209,-77.13974313589225,36.12584137916565,0.9362218,5,-34.62259067411911,1.5966386795043945,0.33229994773864746,0.0009593963623046875,23.620253141409087,0.6347626,160000,0.6241447925567627,2.5970728397369385,0.4539804458618164,0.22869324684143066,3,-1836.777074944228,-543.2179904648837,0.7067441940307617,11.524925708770752,-0.016732324,2656.496336650239
-1.3113853e-05,-244.04686496406794,5000,-181.51385861635208,20,6.87240458564863,-15.605119680578477,10.180453300476074,-59.425083005759355,49.509719133377075,0.8990748,5,-32.81465947354262,1.4641706943511963,0.3363666534423828,0.0009608268737792969,22.934432880439623,0.5248047,200000,0.5337915420532227,2.3806276321411133,0.5087759494781494,0.2647590637207031,4,-206.74035229291766,-89.54537211572581,0.7993354797363281,13.378769159317017,-0.014551972,14.16675279270319
-1.2746964e-05,-440.1622122824192,6000,-368.538004219532,20,-7.385690716113181,-16.173361676479004,12.729105710983276,-72.46031236436362,65.69044089317322,0.8669175,5,-45.072597162764986,1.4253184795379639,0.5891439914703369,0.0006880760192871094,23.15651239063251,0.5114252,240000,0.5028104782104492,2.5775020122528076,0.579089879989624,0.25919222831726074,5,-400.96342981085184,-168.9401453226041,0.865931510925293,16.17571783065796,-0.013092275,17.030509234364267
-1.2332913e-05,-245.56092311441898,7000,-160.5671637803316,20,-17.393557690200907,-13.266879423878322,14.902649402618408,-49.40107410225141,84.07428407669067,0.83242214,5,-34.09011655818618,1.5911850929260254,0.4024167060852051,0.0009586811065673828,13.780601390462481,0.4872151,280000,0.6012096405029297,2.641929864883423,0.5366611480712891,0.2649552822113037,6,-206.39067852236332,-88.31145121251404,0.8302450180053711,18.378806114196777,-0.015078256,24.199724016663893
-1.188383e-05,4.579847693443298,8000,124.38027273863554,20,-4.0437913675386135,-27.479133606666938,16.987643241882324,-113.55023179307877,104.87145566940308,0.79475504,5,-54.97209385396978,1.804931640625,0.41546082496643066,0.0009655952453613281,37.78934614173424,0.45806843,320000,0.6378962993621826,2.9074220657348633,0.5714735984802246,0.2940206527709961,7,54.149533457681535,24.90536928803222,0.8935749530792236,20.791976928710938,-0.016619127,35.45069252807978
-1.1600931e-05,-53.09393734484911,9000,66.15219102799892,20,-34.0116173420652,-32.1585702229351,19.72432255744934,-99.83734164261514,128.26587510108948,0.7739186,5,-59.991769107545295,1.5616443157196045,0.43512701988220215,0.000911712646484375,22.821153370201674,0.46825862,360000,0.5542664527893066,2.586876392364502,0.7127549648284912,0.3273158073425293,8,11.070811926573516,-7.488329516883747,1.0751190185546875,23.389281749725342,-0.01634158,31.025065380706344
-1.1448568e-05,-292.1783368140459,10000,-179.72305967658758,20,27.506446502202852,-8.269889951203528,21.36316680908203,-68.8575956189422,153.19410681724548,0.7600711,5,-20.48988484505924,1.5393023490905762,0.4126729965209961,0.0010247230529785156,37.018882456823725,0.4716928,400000,0.6489174365997314,2.64462947845459,0.5957098007202148,0.28514528274536133,9,-242.97615976817906,-99.56012274491701,0.9109921455383301,24.92308259010315,-0.016682865,27.83624546452456
-1.1255904e-05,-148.75822822749615,11000,-37.54465187340975,20,14.244361111360783,-23.75544315877949,24.28317642211914,-96.97936959859909,181.175865650177,0.7460348,5,-55.21110983081449,1.6033012866973877,0.3488161563873291,0.0008275508880615234,37.18885449544605,0.45783886,440000,0.6696488857269287,2.659515142440796,0.6752133369445801,0.3102118968963623,10,-97.39872943367808,-42.1649985810473,1.0164973735809326,27.974302768707275,-0.015346611,33.333516924557514
-1.11087e-05,-160.6815695539117,12000,3896.9316307529807,20,17.2941642213704,-0.196552704462888,27.264895915985107,-51.5138873365306,212.42195343971252,0.7349653,5,-12.089159642543589,1.8582844734191895,0.42287349700927734,0.000957489013671875,26.97735524634303,0.53927696,480000,0.6637794971466064,2.9850049018859863,0.643242597579956,0.30460500717163086,11,1298.4519446438178,223.59480278043787,0.9799611568450928,31.23444652557373,-0.015574747,1341.362748005307
-1.0897016e-05,-116.60554809868336,13000,95.49647126346827,20,27.608359658770087,-14.945962634327453,28.764183521270752,-70.74422792182776,245.3088846206665,0.7206151,5,-22.555358885273325,1.8057868480682373,0.5550122261047363,0.0010485649108886719,38.59328816719116,0.5651441,520000,0.6745619773864746,3.0594685077667236,0.6957550048828125,0.31127023696899414,12,-33.3215559117496,-16.450320169164264,1.0519003868103027,32.87858533859253,-0.015034972,56.39099929787569
-1.0572095e-05,-138.4009241387248,14000,-71.2049118578434,20,15.963560718020233,-18.250477518608193,29.34677505493164,-61.56882581313845,278.67510628700256,0.69939554,5,-29.45797680321658,1.6834275722503662,0.5924773216247559,0.0009064674377441406,33.45611943688687,0.4992882,560000,0.6809322834014893,2.9942049980163574,0.66336989402771,0.3200721740722656,13,-100.77841256521643,-39.73060537496435,1.0171029567718506,33.36108756065369,-0.013315554,18.98860955519665
-1.0443104e-05,-1164.051139548421,15000,-8.543579146265984,20,-13.620935087748665,-22.923047422257344,28.96926975250244,-69.206519070668,311.4800283908844,0.6887035,5,-36.72234700480335,1.8719685077667236,0.3480808734893799,0.0007696151733398438,21.05838313841421,0.50194615,600000,0.6676056385040283,2.905846118927002,0.5984570980072021,0.28268861770629883,14,-116.48374982215464,-34.054340573262905,0.9096035957336426,32.79405665397644,-0.018014116,252.3772740734662
-1.0333621e-05,-177.45036062598228,16000,-73.65736447274685,20,15.499927936069772,-7.40083740581966,30.495121240615845,-62.049560615704166,345.8971571922302,0.67919785,5,-17.53656789363681,1.7948720455169678,0.5451693534851074,0.0010998249053955078,25.935801045911287,0.45031282,640000,0.6505236625671387,3.019461154937744,0.5845978260040283,0.27941083908081055,15,-119.4511272020638,-50.77469117840836,0.8929200172424316,34.411332845687866,-0.016580792,23.120891572379
-1.0040169e-05,-81.85266464948654,17000,21.794506281614304,20,43.43523753137693,-11.815235346727519,30.423178911209106,-72.35038945154513,380.3940546512604,0.66020185,5,-16.469539948590647,1.845759391784668,0.5366058349609375,0.0008449554443359375,38.49493500489812,0.45443878,680000,0.6560790538787842,3.0825552940368652,0.62937331199646,0.3135988712310791,16,-36.567327791266145,-14.922640403529764,0.974970817565918,34.4852991104126,-0.01650944,31.448575093497404
-9.797277e-06,-58.07933496683836,18000,908.833108484745,20,36.08182034237349,-3.3909628076492537,30.40376329421997,-34.183475364474816,414.87296295166016,0.64448494,5,6.632072857004269,1.8257691860198975,0.44382524490356445,0.0010073184967041016,23.00709093978891,0.48380485,720000,0.6751394271850586,2.996554374694824,0.711270809173584,0.32436680793762207,17,42.21213209275156,3.1484780890920616,1.069392204284668,34.47271394729614,-0.0181074,207.7678072561945
-9.600129e-06,-141.02069223672152,19000,-2.2620498053729534,20,95.79182638043673,-13.917278236644364,30.870964527130127,-141.53397794176104,449.8125956058502,0.63216805,5,-28.7140769145711,1.8843555450439453,0.4197683334350586,0.0011124610900878906,86.90533826290903,0.5291279,760000,0.6594929695129395,2.9956159591674805,0.7185893058776855,0.3130631446838379,18,-68.2755794448778,-31.17056451163568,1.0639283657073975,34.93384647369385,-0.016786125,41.68116744259942
-9.4332345e-06,-5.277231961488724,20000,238.44212967157364,20,86.35934847435868,10.262571042406673,31.21410322189331,-0.6425256536475725,485.06074714660645,0.62404186,5,44.512409285946326,1.716101884841919,0.46886372566223145,0.0009412765502929688,35.699805130918946,0.5439187,800000,0.6301019191741943,2.8732151985168457,0.7766826152801514,0.34049367904663086,19,72.47676684157923,23.977185013724192,1.1515476703643799,35.24237871170044,-0.01940938,48.66373084334676
-9.364336e-06,-140.3316210359335,21000,1436.7960532009602,20,60.82518283797951,3.535571242568154,31.910957098007202,-46.00902192352244,520.7931866645813,0.61863446,5,-0.5679865381410139,1.6185925006866455,0.3796803951263428,0.0011038780212402344,40.950244136799135,0.57247305,840000,0.5988650321960449,2.6368460655212402,0.7884292602539062,0.3495213985443115,20,112.37543209418655,14.752117549956514,1.1753039360046387,35.72642540931702,-0.017338717,335.6100992922691
-9.316651e-06,121.7936811298132,22000,4200.706841170788,20,88.39557585741663,14.657006413248757,32.10148787498474,-3.1035560987065764,556.9845106601715,0.6160387,5,38.68178525344456,1.8181264400482178,0.4038374423980713,0.0010805130004882812,36.66859280030192,0.64190626,880000,0.6993710994720459,2.963700771331787,0.7492804527282715,0.33330535888671875,21,2370.9112157728523,709.2726945729389,1.1150784492492676,36.18427085876465,-0.018357491,1045.8680983860143
-9.224991e-06,-453.5235923528671,23000,-0.20375771075487137,20,167.12319147061154,21.664458267648207,31.03145933151245,-148.8525816694257,592.089736700058,0.61019737,5,52.97887933383504,1.73384428024292,0.5455081462860107,0.001140594482421875,106.32407367979204,0.60629845,920000,0.5484800338745117,2.8819258213043213,0.7921357154846191,0.35445213317871094,22,-138.97278053760527,-55.58158129080613,1.181551218032837,35.09802603721619,-0.017518952,95.02613118472637
-9.088224e-06,-151.99637810885906,24000,236.26298378407955,20,89.63107851607869,3.071987206736919,32.6181743144989,-70.17389317025125,628.5353376865387,0.6020624,5,14.959604234809984,1.651407241821289,0.42371392250061035,0.0010051727294921875,59.764825034899,0.5995093,960000,0.6328439712524414,2.740940809249878,0.7183396816253662,0.32289958000183105,23,-36.1343234281987,-32.209013714492386,1.0746641159057617,36.43679642677307,-0.01989266,108.93160795966227
-8.949326e-06,13.553334780037403,25000,342.2846050336957,20,102.94832982349251,-2.075189062549991,32.417643785476685,-85.06545994133322,664.9897186756134,0.5947324,5,5.295522218234714,1.6962108612060547,0.5379772186279297,0.0007863044738769531,70.00622352603409,0.6249874,1000000,0.669687032699585,2.9494881629943848,0.716902494430542,0.32077836990356445,24,126.24024643711746,39.422971878482386,1.072857141494751,36.44287061691284,-0.015587274,77.3165201048388
-8.778667e-06,-187.88527438789606,26000,63.74796478450298,20,80.96422030162702,28.28538370437436,32.65770936012268,-17.180643505880433,701.6214072704315,0.5835212,5,34.72754096759409,1.725696325302124,0.4784855842590332,0.006229400634765625,41.53555114138351,0.6496615,1040000,0.633368730545044,2.88051700592041,0.7070324420928955,0.3351750373840332,25,-89.42369363717735,-41.37083900081348,1.0788915157318115,36.626038551330566,-0.016521307,60.43525795862901
-8.575435e-06,-144.03924413770437,27000,43.10357416421175,20,110.02173825757306,26.998962908858083,32.37334847450256,-94.56757377195287,738.1180465221405,0.57180333,5,43.174898692563616,1.9421932697296143,0.4030325412750244,0.001115560531616211,71.94586077492082,0.6727784,1080000,0.6796441078186035,3.066080093383789,0.6826727390289307,0.3230443000793457,26,-73.52143355682492,-33.33901673980824,1.0422048568725586,36.48611760139465,-0.01648503,45.6244269630026
-8.416532e-06,-163.56465376913548,28000,29.7216544598341,20,179.58455473326944,24.95269356135139,32.64738082885742,-88.23582912981148,774.8370151519775,0.561841,5,49.070977797856116,1.664482593536377,0.6615588665008545,0.0011839866638183594,113.09390935144893,0.69495517,1120000,0.5473082065582275,2.9111857414245605,0.753014087677002,0.34845566749572754,27,-84.11908510774374,-34.39839944868045,1.1509201526641846,36.71287155151367,-0.0192789,47.19147157156625
-8.213343e-06,13.495305612683296,29000,218.1383795440197,20,160.70409072613882,42.43654270280653,32.264145612716675,47.24624981118578,811.569277048111,0.55165684,5,117.83715540833866,1.9733099937438965,0.5738217830657959,0.0011332035064697266,40.935875948643506,0.67376065,1160000,0.7261767387390137,3.3276054859161377,0.7558310031890869,0.34089088439941406,28,134.09756047334523,53.547276573144,1.1309919357299805,36.726807832717896,-0.017945403,56.68299621494351
-8.0002355e-06,-33.50733104348183,30000,204.36860295385122,20,94.03287301488358,13.580863652319852,32.64030408859253,-108.13122421403956,848.3113844394684,0.53991574,5,21.240550947788428,1.7212255001068115,0.5174217224121094,0.0010662078857421875,75.32325244540748,0.69550633,1200000,0.6266176700592041,2.9001338481903076,0.7961723804473877,0.3570730686187744,29,88.410694732517,27.05504118294661,1.190279483795166,36.73539996147156,-0.019561313,60.14803067614522
-7.872068e-06,-78.90091349184513,31000,103.23910826444626,20,137.65357249121146,3.4365997812708655,32.99180865287781,-138.01260718333998,885.3977291584015,0.5326565,5,-15.256727090436135,1.7571401596069336,0.4505910873413086,0.00110626220703125,115.6581740263281,0.6752299,1240000,0.6197247505187988,2.8679609298706055,0.8224031925201416,0.3601999282836914,30,-3.920662482082844,-3.560789038253334,1.2176003456115723,37.08079242706299,-0.017651686,46.38462147379686
-7.642957e-06,-82.77669523656368,32000,88.67287923395634,20,224.50418786916683,42.737415694895205,33.11503267288208,-78.35807734697096,922.4203345775604,0.5218383,5,106.00000221281479,1.5542411804199219,0.4181804656982422,0.0012760162353515625,100.36649773964821,0.68928367,1280000,0.5976979732513428,2.607487201690674,0.8835077285766602,0.36477208137512207,31,4.083282757550478,2.441076016989754,1.2876818180084229,37.01725792884827,-0.017145127,51.060608057292924
-7.6011015e-06,-296.837188154459,33000,87.17928187549114,20,168.84974840493635,35.850569032566376,33.03473663330078,-87.07907210762146,959.7146117687225,0.52021027,5,83.69609743490784,1.7476637363433838,0.39644336700439453,0.0012371540069580078,89.79367211507348,0.70778346,1320000,0.7185966968536377,2.8858699798583984,0.9444468021392822,0.37223219871520996,32,-80.37934940196574,-27.839770392901737,1.3633615970611572,37.287259578704834,-0.021492474,95.95184966723289
-7.484025e-06,-186.0054614134133,34000,124.7096925675869,20,219.75463737715324,46.984878361617476,33.174408197402954,25.824416693764718,996.8357665538788,0.51266927,5,112.30883217881626,1.7308707237243652,0.4049248695373535,0.0010824203491210938,69.59805198630711,0.7173939,1360000,0.6134777069091797,2.7771809101104736,0.7847318649291992,0.3399801254272461,33,21.092070217430592,12.389745424466373,1.1600961685180664,37.11488723754883,-0.0153096635,76.11274112654868
-7.2186e-06,-29.13367597013712,35000,114.26297163963318,20,193.76209210855754,30.008917888750894,32.04272747039795,-91.2131320197193,1032.9493389129639,0.5004005,5,60.729071779689136,1.7854976654052734,0.3998425006866455,0.001071929931640625,99.15118224276672,0.71097094,1400000,0.6641969680786133,2.8740386962890625,0.831085205078125,0.3248734474182129,34,28.52448121421039,9.709509394082463,1.1900975704193115,36.10990881919861,-0.016342295,47.26860717045267
-7.0717983e-06,-235.56421184539795,36000,102.12788915634155,20,267.6691405756739,60.37203089283304,33.46683120727539,13.439581458916734,1070.5857055187225,0.49258512,5,148.25076584024782,1.8134822845458984,0.5563437938690186,0.0011055469512939453,89.89554795001146,0.7107306,1440000,0.6374626159667969,3.0591886043548584,0.7439072132110596,0.3201866149902344,35,-9.336990404129029,-8.841827210765299,1.0981292724609375,37.62726664543152,-0.018988933,95.48929585453129
-6.8698446e-06,-69.31847919523716,37000,107.73112401366234,20,152.05115489383988,46.03687361201936,32.46414566040039,42.28715197203583,1107.2475655078888,0.48301122,5,91.4818201619275,1.7712576389312744,0.5970144271850586,0.0012574195861816406,35.809717102356466,0.75951385,1480000,0.6124632358551025,3.029979944229126,0.7681155204772949,0.34950709342956543,36,29.921968934871256,3.3403708657402533,1.1525888442993164,36.65281796455383,-0.019306723,44.89091447911139
-6.679852e-06,-87.29885236918926,38000,318.7628279328346,20,203.90542140207032,49.34978186446847,32.751354455947876,-35.14905661810912,1144.213150024414,0.47405106,5,116.34705862639437,1.936927318572998,0.4633355140686035,0.0010726451873779297,93.02753351896452,0.7404271,1520000,0.6479604244232178,3.09342622756958,0.7411825656890869,0.3347594738006592,37,159.32832565046846,71.91597057498277,1.111600399017334,36.959737062454224,-0.019509146,112.97314456222932
-6.5306663e-06,-122.30248780548573,39000,192.6543426066637,20,219.25677467713322,47.058879799475015,32.16962718963623,18.08564121609264,1180.4789774417877,0.46698835,5,110.07500475800127,1.684075117111206,0.604006290435791,0.0011174678802490234,78.64386753889355,0.76597804,1560000,0.6606776714324951,2.984240770339966,0.7581202983856201,0.3124270439147949,38,73.09650059789419,22.013363778376988,1.1021623611450195,36.25938177108765,-0.018825075,89.1289745224648
-6.3562334e-06,-22.204055570065975,40000,388.07486094534397,20,264.0981668760568,68.6107261896246,32.965712547302246,74.8036865753945,1217.5185589790344,0.4581817,5,164.2625536855759,1.5488853454589844,0.5614614486694336,0.0012669563293457031,72.35484191040614,0.80846965,1600000,0.5489339828491211,2.714132308959961,0.9191446304321289,0.38122105598449707,39,225.4495046686381,94.57066425062375,1.34926176071167,37.03244495391846,-0.018615544,81.54908287201337
-6.2279155e-06,5.62572006881237,41000,307.96495704352856,20,185.0043205009301,12.89070751090689,32.04895615577698,-123.06585570753035,1253.3398234844208,0.45299628,5,-8.199032287025009,1.6040520668029785,0.43443894386291504,0.0010008811950683594,109.42105826828063,0.82065135,1640000,0.6191046237945557,2.703658103942871,0.7227580547332764,0.30255794525146484,40,171.65188383944331,69.51499384641274,1.056197166442871,35.812615156173706,-0.017758114,74.28486609001442
-6.005603e-06,-97.22721265256405,42000,1290.4292082041502,20,222.66110090302595,41.240412874748856,31.078315019607544,-67.41110465814592,1288.0822689533234,0.44408137,5,89.58341454479506,1.5887494087219238,0.3646860122680664,0.0011591911315917969,103.8644966048886,0.823994,1680000,0.5965151786804199,2.5794997215270996,0.712979793548584,0.3166775703430176,41,163.40049852989614,73.74312679535906,1.0642573833465576,34.73312282562256,-0.021890342,268.8618661493324
-5.9296112e-06,-130.82589530944824,43000,243.47459492087364,20,182.89129749629916,-6.366299226021246,30.861929655075073,-132.67048084994036,1322.9130065441132,0.44003877,5,-20.45737634051976,1.745175838470459,0.6031403541564941,0.00081634521484375,117.76337275913609,0.7966582,1720000,0.5693085193634033,3.0041861534118652,0.623908519744873,0.29452967643737793,42,54.48337937071919,25.77734238423388,0.9482998847961426,34.82058095932007,-0.021627372,96.431070782556
