Policy-TimeStep,Data-TimeEnvSampling,Data-EnvTrajs-NumTrajs,LossAfter,Policy-MaxReturn,n_timesteps,Iteration,LossBefore,Policy-TimeSampleProc,ModelSampler-n_timesteps,Data-EnvTrajs-StdReturn,Data-EnvTrajs-MaxReturn,Policy-StdReturn,Policy-AverageDiscountedReturn,ItrTime,Policy-TimeAlgoOpt,Policy-AveragePolicyStd,Policy-TimeSampling,Data-EnvTrajs-MinReturn,Data-EnvSampler-EnvExecTime,Time,Policy-NumTrajs,Data-EnvTrajs-AverageReturn,Data-EnvTrajs-AverageDiscountedReturn,Policy-AverageAbsPolicyMean,Policy-MinReturn,Data-TimeEnvSampleProc,Model-TimeModelFit,Policy-AverageReturn,Data-EnvSampler-PolicyExecTime
6.098479747772217,0.19559049606323242,5,-0.0032312898,3623.617598758079,1000,0,-1.3910648e-05,0.513575553894043,40000,3.0803338910532148,7.51703805858296,219.2338040320597,797.6091244746216,9.431878805160522,1.161653995513916,0.9714952,4.38362979888916,-1.2232788752539252,0.14163851737976074,9.431880950927734,20,1.8435717352930752,1.9004836876138491,1.109603,2560.4765843356727,0.0005283355712890625,3.1353399753570557,3214.152833045053,0.04242825508117676
2.5730996131896973,0.7885472774505615,5,-0.0070897187,4516.464995525777,2000,1,-1.3674205e-05,0.41059422492980957,80000,3.7530815009797673,33.81771359164657,43.60905262875576,1762.4460379469806,7.883922815322876,0.5670289993286133,0.9500595,1.553069829940796,23.25359575508512,0.2276008129119873,17.53739094734192,20,28.422064445122324,19.42284540202031,1.4973825,4334.748082149774,0.0005943775177001953,4.512670516967773,4452.580669954807,0.541193962097168
2.810124397277832,0.9384255409240723,5,-0.008021769,665.955217352137,3000,2,-1.3388263e-05,0.42549753189086914,120000,5.307980585280945,31.099827325343586,9.31495480098032,204.8196344678974,10.291725873947144,0.5847342014312744,0.92218393,1.7429769039154053,17.05207675431887,0.3312044143676758,27.83704710006714,20,27.275424192802035,16.059657741036624,0.40937275,628.7987477146089,0.0006160736083984375,6.524120807647705,642.7737055208432,0.5755805969238281
2.7994632720947266,0.9794552326202393,5,-0.0038747585,-18.69309246656485,4000,3,-1.326893e-05,0.37444305419921875,160000,2.769702449724829,30.284383903353394,493.6408107942895,-100.32304821631068,13.456200361251831,0.6004312038421631,0.9114063,1.7890892028808594,22.68840006874398,0.3086669445037842,41.29799199104309,20,27.586320261778702,21.038346434028057,0.91690487,-1503.1991318920627,0.0007588863372802734,9.663626432418823,-362.9841093359799,0.6349818706512451
3.2155895233154297,0.9320037364959717,5,-0.0022020235,51.68903391319327,5000,4,-1.3118997e-05,0.6114044189453125,200000,6.124855575180549,24.11860703237902,142.8753296280191,-19.71198443210644,15.482487440109253,0.5867996215820312,0.89823866,1.9558730125427246,9.502749329641768,0.3084721565246582,56.78902792930603,20,16.571774557243305,9.018206461189305,1.173656,-367.4546391251497,0.0005993843078613281,11.332071781158447,-101.70774300855665,0.5964522361755371
2.7755565643310547,1.0194015502929688,5,-0.006232399,117.24615184194408,6000,5,-1.316359e-05,0.5213696956634521,240000,3.636230112345021,30.560299916930635,21.609918427342354,23.213806846035684,16.595537185668945,0.5801982879638672,0.9026252,1.6052041053771973,19.230862778571094,0.34836435317993164,73.39045977592468,20,25.574638003077027,10.666535360380212,1.3265078,21.035936086438596,0.0006048679351806641,12.797744035720825,55.16673018763977,0.6427905559539795
2.727902412414551,0.9464967250823975,5,-0.0041010054,219.65155957639217,7000,6,-1.2974992e-05,0.429271936416626,280000,4.288690582979385,35.712667574432594,18.283685395962877,72.9340058235849,19.564504861831665,0.5883634090423584,0.8867617,1.6589224338531494,25.15124299094827,0.31098270416259766,92.97566533088684,20,31.242751570420246,12.244030694162063,1.3916236,139.77717360900715,0.0008709430694580078,15.887217998504639,181.25476438888,0.6081678867340088
2.6965441703796387,1.0710978507995605,5,-0.0041264775,328.7635536752641,8000,7,-1.304705e-05,0.3573005199432373,320000,8.627282138496144,50.24154710048595,85.72220763314522,88.48029714171794,22.001071453094482,0.6260125637054443,0.8921349,1.6793277263641357,26.59048296440719,0.33225059509277344,114.98746109008789,20,35.86867307705502,16.554073859446728,1.1954795,10.97449827264063,0.0008287429809570312,18.229644298553467,203.9295988580343,0.7044527530670166
2.586669445037842,1.2197582721710205,5,-0.005520581,626.9407028406858,9000,8,-1.2848052e-05,0.3713850975036621,360000,6.7051949513001174,43.61813249956682,29.04545604938491,195.67181878724904,23.689461708068848,0.598919153213501,0.8752933,1.5929474830627441,26.567358397737568,0.3981335163116455,138.69942831993103,20,33.41090392139111,15.76435602719528,1.309834,521.4100584890693,0.0008955001831054688,19.87824821472168,581.6196181284206,0.7884423732757568
2.655155897140503,1.3858189582824707,5,-0.004922338,296.7395105913747,10000,9,-1.2747468e-05,0.40786314010620117,400000,4.696242903982108,34.07025246386976,13.747764680502515,104.41089614450456,25.840893030166626,0.5972549915313721,0.865028,1.6090977191925049,20.660597289688962,0.4655306339263916,164.5447940826416,20,29.101165779796645,21.832345000528704,1.954633,239.85088643059134,0.0013594627380371094,21.79622530937195,264.6234946124256,0.883336067199707
