Data-EnvTrajs-NumTrajs,LossAfter,Policy-MaxReturn,Iteration,Policy-AverageDiscountedReturn,Policy-TimeSampleProc,ModelSampler-n_timesteps,Model-TimeModelFit,Policy-AverageAbsPolicyMean,Data-EnvTrajs-AverageDiscountedReturn,Policy-TimeAlgoOpt,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-AverageReturn,Policy-NumTrajs,Policy-TimeStep,Data-TimeEnvSampleProc,LossBefore,ItrTime,Policy-TimeSampling,Data-EnvTrajs-StdReturn,Policy-AveragePolicyStd,Data-EnvSampler-EnvExecTime,n_timesteps,Policy-StdReturn,Time,Data-EnvTrajs-MinReturn,Policy-MinReturn,Data-TimeEnvSampling,Data-EnvTrajs-MaxReturn,Policy-AverageReturn
5,-0.011911431,13786.241150915623,0,3959.8084743684567,0.5749878883361816,40000,3.2202396392822266,1.0870384,-22.339521333076693,0.979489803314209,0.043920040130615234,-67.45630974148358,20,5.377718210220337,0.0007982254028320312,-1.41102755e-05,8.79508376121521,3.778193712234497,37.056292362449085,0.99212223,0.13912081718444824,1000,415.07154434817653,8.795084238052368,-117.40123859124161,12335.864088386297,0.19498133659362793,-16.974970166669202,12956.29592730999
5,-0.013708557,-149.34907591342926,1,-80.89047198488456,0.4382517337799072,80000,3.9497740268707275,0.565489,-14.377675711875057,0.5376102924346924,0.5213291645050049,-40.33805844373818,20,2.6612961292266846,0.0009548664093017578,-1.3777607e-05,7.3707520961761475,1.626340627670288,17.713232077780006,0.9598452,0.2133169174194336,2000,21.102060223450678,16.302796840667725,-60.779129545433236,-235.44237992167473,0.7560117244720459,-8.16334569188224,-187.5144656855613
5,-0.013588701,-100.19689281284809,2,-55.972168485055114,0.471846342086792,120000,5.826353549957275,0.59801716,-32.05516376290872,0.6081163883209229,0.6012883186340332,-79.79228321530249,20,2.6029088497161865,0.0006339550018310547,-1.3409375e-05,9.3461332321167,1.4844748973846436,34.35560970018044,0.92528474,0.27869439125061035,3000,20.616473432360927,25.666462659835815,-126.80618900381961,-187.19437596201897,0.913881778717041,-29.142580700510763,-129.0645622793585
5,-0.016258841,148.27535927295685,3,30.83962465874513,0.5921387672424316,160000,9.50016713142395,0.56089485,-28.92495312931046,0.7861266136169434,0.7381596565246582,-67.05024446562516,20,3.931830883026123,0.00115966796875,-1.3211326e-05,14.4806227684021,2.5141382217407227,50.88447022025716,0.9049886,0.280193567276001,4000,70.8917255062437,40.15152096748352,-157.98623735146288,-133.67545506358147,1.0455665588378906,-8.219827259134915,57.35458137989044
5,-0.0154582,-86.41449236124754,4,-52.88857363655152,0.45201563835144043,200000,10.37965178489685,0.5619915,-14.184643275732071,0.5619454383850098,0.5565164089202881,-31.270823132305953,20,2.5932796001434326,0.0007543563842773438,-1.2861894e-05,13.806639432907104,1.539963722229004,11.51283436855973,0.87303734,0.2492971420288086,5000,17.999735474904572,53.96387457847595,-52.26603221285786,-155.20184653252363,0.8309831619262695,-19.743583414307064,-123.99808962456882
5,-0.013102083,-18.15203720331192,5,-23.763374865187814,0.4523203372955322,240000,13.248030424118042,0.50491464,-12.516382639086208,0.5923388004302979,0.7227044105529785,-37.69795481543308,20,2.7723915576934814,0.0008745193481445312,-1.2478248e-05,17.079096794128418,1.6831090450286865,15.908433912377758,0.84310377,0.30562305450439453,6000,16.685151484096053,71.04734206199646,-66.72743585299511,-81.03065010160208,1.0553436279296875,-18.536419660570253,-52.40232730656862
5,-0.014057194,22.24385753273964,6,-5.988365451719097,0.7540831565856934,280000,14.813907146453857,0.47693324,-16.872266961263968,0.8225154876708984,0.792097806930542,-37.48910129802967,20,3.933422088623047,0.0007884502410888672,-1.2104521e-05,19.938770055770874,2.3176627159118652,13.861169038600128,0.81131154,0.3510904312133789,7000,15.97855839114752,90.99599075317383,-56.61686310937383,-36.426542446017265,1.1886062622070312,-15.972926569257329,-11.32768183518201
5,-0.013695296,-71.0460736900568,7,-43.20732971304754,0.5300800800323486,320000,15.872128009796143,0.42255786,-16.35973632313176,0.5822570323944092,0.9016437530517578,-32.19808330905005,20,2.7478737831115723,0.0006568431854248047,-1.1771057e-05,19.990572214126587,1.6121337413787842,15.844045487360692,0.78599584,0.4176928997039795,8000,16.949175048536862,110.99436116218567,-52.49647417721097,-148.7141421288252,1.3680694103240967,-9.823634297010155,-95.50948579907417
5,-0.016545272,92.48020601272583,8,-15.178558494419311,0.7808985710144043,360000,20.664472103118896,0.43167084,-12.137403791501281,0.5375535488128662,0.7856264114379883,-29.90877432652393,20,3.0981199741363525,0.0008993148803710938,-1.1491828e-05,24.942590951919556,1.7041435241699219,36.65780859316439,0.76273876,0.3564746379852295,9000,43.68678562175706,135.9459981918335,-80.8364981090846,-98.8285551816225,1.1750471591949463,16.43408465801757,-31.802081484906374
5,-0.016887711,138.96087102591991,9,24.567755690872684,0.5078985691070557,400000,23.51326632499695,0.44979692,2.2451521400908696,0.5283973217010498,1.066723108291626,1.031902029002201,20,2.549971580505371,0.0009515285491943359,-1.1163297e-05,27.562399864196777,1.4613144397735596,18.122126242555552,0.7396104,0.38483119010925293,10000,31.941366506924567,163.51442003250122,-24.12869662563961,6.634817861020565,1.4960529804229736,27.363660927435546,60.44440186545253
5,-0.016776336,56.555569007992744,10,-0.0644938990768873,0.6965246200561523,440000,25.221287965774536,0.44981194,2.139137911082774,0.5677952766418457,0.9094915390014648,14.933887608880497,20,3.0298798084259033,0.004488945007324219,-1.0785063e-05,29.641017198562622,1.7195103168487549,18.93864175928935,0.7120018,0.4246656894683838,11000,28.473131716467957,193.15948724746704,-4.533654062774938,-74.97614060342312,1.3737103939056396,49.55931097644516,-17.561353613995017
5,-0.014705163,101.90622577816248,11,-0.4721168505697694,0.48528289794921875,480000,28.45185160636902,0.53100735,0.8373520125302237,0.5566401481628418,0.9330430030822754,4.711795116314148,20,2.598146915435791,0.0005662441253662109,-1.0478914e-05,32.44054985046387,1.521153211593628,17.325322525611824,0.6911476,0.40015339851379395,12000,40.629003193051034,225.61165118217468,-10.580156894110404,-81.66453199088573,1.3879945278167725,30.84227464692973,4.699085231870413
5,-0.017129978,0.4772353619337082,12,-42.035245141265605,0.4236488342285156,520000,28.62235140800476,0.5339998,-13.2118058675325,0.5510013103485107,0.7493605613708496,-20.835273772992345,20,2.4622838497161865,0.0007584095001220703,-1.0260375e-05,32.210808992385864,1.467414379119873,61.44370782638233,0.67666715,0.3325190544128418,13000,51.77675967205296,257.82929134368896,-86.60244680302118,-189.59537732601166,1.123405933380127,74.76873239863008,-87.99256229177118
5,-0.0168958,136.72813445329666,13,39.56706583092984,0.6459190845489502,560000,34.06375050544739,0.56339777,17.365138159282537,0.5768404006958008,1.0699834823608398,44.2141588604498,20,2.8668153285980225,0.0012888908386230469,-9.9945955e-06,38.537469148635864,1.5994973182678223,24.12983026447288,0.65757054,0.4631476402282715,14000,35.23714331598569,296.3755247592926,19.397302090225406,16.19742232747376,1.6033573150634766,84.71729977045854,72.60805379087105
5,-0.01623603,41.4687025398016,14,-1.1403575833766804,0.8958337306976318,600000,34.25227689743042,0.55443615,17.50459127314146,0.8685166835784912,1.4478485584259033,37.85066155795161,20,4.512094259262085,0.0017292499542236328,-9.70095e-06,40.93424034118652,2.6906650066375732,37.61746983409181,0.63920665,0.6220080852508545,15000,30.293755153262257,337.3189675807953,-17.11701275769563,-107.04264150559902,2.1655306816101074,82.8315063218643,3.8296530628576875
5,-0.014575086,178.93535881489515,15,37.10046391753515,0.7202672958374023,640000,29.737010955810547,0.58114636,3.5002350692131827,0.8765168190002441,1.5180063247680664,2.866494929222861,20,4.1701576709747314,0.0016393661499023438,-9.397036e-06,36.192965507507324,2.5464413166046143,58.00620140619488,0.6206081,0.6971328258514404,16000,55.602393355871875,373.5204327106476,-70.15867441897525,-36.805632062256336,2.2820751667022705,92.42525116886925,88.39113968349993
5,-0.016722042,74.64741083979607,16,4.66110089531734,0.6218388080596924,680000,35.3377161026001,0.5684121,-14.890723338145634,0.5606164932250977,1.4102671146392822,-47.90199617854022,20,2.795243501663208,0.0023779869079589844,-9.18305e-06,40.28498935699463,1.5973010063171387,40.43430161214694,0.60641277,0.6761140823364258,17000,32.781424055057485,413.8179190158844,-113.3879749987598,-61.693612799048424,2.1472690105438232,-1.9303235533834922,19.250822587683796
5,-0.017409151,-2.42148694396019,17,-37.413296972997806,0.5717918872833252,720000,38.195619106292725,0.5736902,-16.637070940980507,0.6003100872039795,1.082850694656372,-48.652405352774615,20,2.9729254245758057,0.0011699199676513672,-9.0027115e-06,42.760138750076294,1.7331244945526123,69.11426521415315,0.59449416,0.45081591606140137,18000,44.08793552414836,456.59016013145447,-131.1128810371449,-164.40749446302652,1.5870850086212158,68.54739128770696,-78.28801030293107
5,-0.0141208945,-18.109647825360298,18,-32.56843781599689,0.5096371173858643,760000,35.44452953338623,0.5674679,5.08482695731921,0.5933940410614014,1.4128992557525635,38.67542133090974,20,2.557574510574341,0.0012066364288330078,-8.717403e-06,39.943989753723145,1.42341947555542,26.572125504914762,0.5791613,0.47653651237487793,19000,29.548035118132653,496.5614287853241,6.3473476975631105,-123.00838995352387,1.9376165866851807,66.29640302967584,-68.41331825368107
5,-0.014978411,3.075244829058647,19,-17.00460639480372,0.6801626682281494,800000,34.77275109291077,0.5441739,12.389220385050304,0.5651345252990723,0.8608591556549072,21.753939142844956,20,3.170786142349243,0.0011873245239257812,-8.458504e-06,39.231924533843994,1.8607416152954102,64.8429727467645,0.5646006,0.3838489055633545,20000,26.563289346231628,535.8012166023254,-39.242770632012984,-101.93216393142939,1.2851805686950684,132.4750654556723,-42.32209972981364
5,-0.017221486,88.6363610997796,20,8.104283387445559,0.4651377201080322,840000,34.53546857833862,0.54779613,11.952090970421349,0.6072397232055664,1.287200689315796,52.6640083322405,20,2.6917812824249268,0.0014238357543945312,-8.262775e-06,39.02140498161316,1.5823547840118408,21.2617706164399,0.553789,0.46524477005004883,21000,25.50134262508157,574.8429653644562,25.754213660063677,-19.38342957943678,1.7907893657684326,80.86116543600198,14.302140970248729
5,-0.01691776,150.27939893305302,21,28.261448880072276,0.5569570064544678,880000,37.61856126785278,0.56806237,5.6615434897950285,0.5652675628662109,1.0444021224975586,4.265798569221856,20,2.615514039993286,0.002639293670654297,-8.033658e-06,41.7761332988739,1.4430556297302246,44.9603068690687,0.5406291,0.4111042022705078,22000,64.4903040469188,616.6265804767609,-61.77728495321022,-156.5887075960636,1.537238597869873,74.35610936369504,75.71531461980194
5,-0.018748438,211.29504011571407,22,54.97001575822865,0.9817543029785156,920000,33.85593557357788,0.6212404,20.37435840214416,0.7249131202697754,1.0603368282318115,62.129915900067104,20,3.9531826972961426,0.001132965087890625,-7.843068e-06,39.36307239532471,2.192026376724243,18.984555392915784,0.5298484,0.4433577060699463,23000,53.46990988422933,655.9958410263062,42.2972824133188,-36.892888352274895,1.5489907264709473,94.59312960882336,126.705272686854
5,-0.024517642,2447.7325681447983,23,182.48358295497542,1.362816572189331,960000,41.55127739906311,0.59454036,-18.56056529519585,1.0324039459228516,1.3544001579284668,-30.000660867217142,20,5.835808038711548,0.0013966560363769531,-7.758152e-06,49.46068978309631,3.4110772609710693,40.96610736446188,0.52549154,0.6441166400909424,24000,841.0687517828492,705.4649910926819,-77.89685345199834,-657.2639769911766,2.063863754272461,24.674333180353972,529.2423956060782
5,-0.018155435,282.6921149492264,24,36.23573638953901,0.7889206409454346,1000000,42.89999198913574,0.6518275,0.9293665145062662,0.654879093170166,1.974303960800171,-0.9447225598275238,20,3.7028932571411133,0.002076387405395508,-7.670726e-06,49.45315766334534,2.1983425617218018,29.587282678019626,0.52194417,0.7994260787963867,25000,55.772454350198025,754.9400389194489,-51.30953112278992,24.473770152777433,2.8457765579223633,36.2232265693999,98.25975782368332
5,-0.017911281,69.13591988757253,25,-15.222543175178293,0.506105899810791,1040000,42.71807646751404,0.6145585,16.93453462329814,0.6563577651977539,1.2659952640533447,27.354533912936596,20,2.922835350036621,0.0020439624786376953,-7.5988405e-06,47.39844107627869,1.7380704879760742,75.9353807732398,0.5177735,0.4280276298522949,26000,55.034188747025524,802.3442440032959,-93.53395216600602,-124.72896751761436,1.7521982192993164,124.92307559296434,-25.369101696647704
5,-0.017702673,235.3995752632618,26,63.39204555240822,0.7505161762237549,1080000,41.20482325553894,0.6467319,21.783219054252406,0.6472415924072266,1.5945067405700684,56.972779690292704,20,3.305018663406372,0.004444599151611328,-7.3847086e-06,46.715036392211914,1.8816165924072266,38.571336270404124,0.50671834,0.5298516750335693,27000,46.318547844479056,849.0665843486786,-17.25505879829378,57.935893818736076,2.1988096237182617,90.6291593775012,163.57594701461494
5,-0.018434018,43.566638089716434,27,-28.716355010583605,0.5931775569915771,1120000,40.33755612373352,0.58551866,36.70020999534975,0.622969388961792,0.9461078643798828,93.61911679907128,20,2.998094081878662,0.0009398460388183594,-7.3281453e-06,44.73918056488037,1.7414543628692627,32.162347941117716,0.50424,0.41712355613708496,28000,124.13031699722315,893.8204276561737,56.7587608423874,-538.6785016208887,1.4005095958709717,135.7658936460881,-79.34650315903127
5,-0.014403227,127.35567332804203,28,4.251381452167944,0.64532470703125,1160000,39.46253204345703,0.61938584,6.801806558226062,0.620720386505127,0.9932222366333008,28.931239453907278,20,3.103344440460205,0.0010318756103515625,-7.1814607e-06,44.04501533508301,1.7938671112060547,63.717736830655994,0.49611905,0.44081854820251465,29000,137.2546650400334,937.8738379478455,-73.70184353305308,-547.0813817977905,1.4758999347686768,89.17890996301351,12.3964450834319
5,-0.016800532,3702.0825827121735,29,79.77315592434314,0.5653140544891357,1200000,39.408536434173584,0.640122,27.14950171671432,0.6826353073120117,1.2549803256988525,77.96636810372144,20,3.0996525287628174,0.0011692047119140625,-6.9930074e-06,44.28927230834961,1.818676471710205,29.48134287356651,0.4876722,0.47865939140319824,30000,804.2535652843617,982.1733703613281,37.008873073697785,14.393075164407492,1.7760908603668213,117.74467691612494,284.6530915949494
5,-0.01528291,34.705900840461254,30,-23.078918785872872,1.098447322845459,1240000,39.1394898891449,0.6065164,48.371916718931274,0.9469382762908936,1.4485244750976562,123.48473231763064,20,5.378535985946655,0.001558065414428711,-6.73023e-06,46.633697748184204,3.285504102706909,30.452677252645458,0.47740003,0.5946969985961914,31000,43.639140509770236,1028.8180990219116,67.92819712959141,-123.2835453003645,2.1097171306610107,152.27114783960724,-51.69334787260741
5,-0.020877253,160.90751054883003,31,-54.696796360277474,0.6116058826446533,1280000,39.98353433609009,0.6160072,48.48387565848242,0.5803928375244141,0.9932539463043213,130.70982657103986,20,2.8752923011779785,0.0011794567108154297,-6.667826e-06,44.314298152923584,1.6251039505004883,15.859226053071472,0.4724181,0.42068052291870117,32000,439.2797297319189,1073.148474931717,102.35694690623524,-1205.7825682535768,1.4520151615142822,146.49464568169302,-289.55570896863935
5,-0.019944614,108.69390393793583,32,-28.38195036046948,0.36539173126220703,1320000,40.856229305267334,0.62342423,37.573743128863995,0.6109957695007324,1.2464306354522705,99.6695672560223,20,2.5307586193084717,0.003108501434326172,-6.608503e-06,45.170974016189575,1.5305137634277344,18.207963913458705,0.470593,0.4720783233642578,33000,242.61903260947497,1118.325689792633,75.86647002654996,-686.8552301228046,1.778773546218872,126.72210535694592,-111.91840058416128
5,-0.016473178,-62.256457939743996,33,-50.26279153911745,0.619297981262207,1360000,41.19063425064087,0.61778337,35.22578694932899,0.8123178482055664,0.9658293724060059,87.88448303050146,20,3.7537710666656494,0.0013480186462402344,-6.541366e-06,46.38555669784546,2.2656233310699463,34.670041960868204,0.46627393,0.4304323196411133,34000,35.515492887485436,1164.7147998809814,41.38645511514947,-205.32725283503532,1.4365041255950928,140.32583582584306,-118.25715453866869
5,-0.022088028,110.51877342164516,34,8.20477103572797,0.6766564846038818,1400000,27.700865507125854,0.6319709,37.75216127801897,0.8557848930358887,1.229658603668213,98.61703334726435,20,3.971435546875,0.0013332366943359375,-6.339721e-06,33.478856325149536,2.403914451599121,12.5656211436459,0.45722213,0.5233187675476074,35000,127.91222904218827,1198.2004992961884,80.97963663366563,-489.1369763314724,1.8009874820709229,118.03775871959733,26.80566045809537
5,-0.015703384,-14.594180673360825,35,-39.87368267170466,0.3086371421813965,1440000,30.686760425567627,0.6505666,39.170558618861875,0.5733168125152588,1.2309372425079346,94.1097390806896,20,2.4702186584472656,0.0014107227325439453,-6.1492938e-06,35.087127923965454,1.5403146743774414,12.798655303976348,0.44915047,0.6284563541412354,36000,37.87323885342816,1233.3005437850952,74.75819486129268,-147.46894489228725,1.9252912998199463,107.39484317392045,-85.97551011368633
5,-0.018602407,102.54630617797375,36,14.659697832098399,0.36518168449401855,1480000,32.71137738227844,0.654034,20.692735584613985,0.5472762584686279,0.9043335914611816,63.339540405699246,20,2.4221105575561523,0.0009639263153076172,-6.024418e-06,36.462098360061646,1.473480463027954,16.467706385167855,0.4431843,0.3760068416595459,37000,33.86772693843658,1269.771960258484,44.03182261863206,-18.719910852611065,1.3241100311279297,85.39934352375872,40.40422181673348
5,-0.014780741,154.73876839876175,37,39.46988299085768,0.4029238224029541,1520000,33.169541358947754,0.68955564,44.64868795523239,0.5927505493164062,0.9045090675354004,109.93469446376889,20,2.4132320880889893,0.0007622241973876953,-5.8297123e-06,36.85565519332886,1.3841733932495117,26.272540361997226,0.43396452,0.3325626850128174,38000,26.97226371422404,1306.6334290504456,67.63160850101251,51.944172233343124,1.2702560424804688,136.9916029240812,96.1045017901808
5,-0.017183956,149.49071361869574,38,39.39202525043836,0.3123655319213867,1560000,34.18781304359436,0.6859084,38.1691943454321,0.5726523399353027,0.8226850032806396,106.98710568307652,20,2.302900791168213,0.0009107589721679688,-5.6011154e-06,37.71770167350769,1.3966972827911377,22.481913230671516,0.42505506,0.36783623695373535,39000,26.65591834618513,1344.3570704460144,77.80299091372017,49.90232163667679,1.223757028579712,146.54928973257876,106.44550332222134
5,-0.017847683,102.40346269309521,39,10.604772037898812,0.39459681510925293,1600000,31.7988338470459,0.6741545,52.600618102985436,0.5563554763793945,0.8216288089752197,135.52808280867333,20,2.4607934951782227,0.0011143684387207031,-5.324488e-06,35.441263914108276,1.4760868549346924,35.25141982377722,0.41409165,0.3206608295440674,40000,40.36184680025642,1379.803831577301,96.48680708496407,-65.31428296864033,1.1776256561279297,193.22460498846823,33.83670795969665
5,-0.016815664,218.8678907006979,40,47.03460291165848,0.4129984378814697,1640000,35.834383964538574,0.679777,48.46371959071236,0.5463366508483887,0.7711477279663086,140.84363931296397,20,2.3298861980438232,0.0009949207305908203,-5.081705e-06,39.312442779541016,1.3420534133911133,16.781711960438013,0.40343037,0.33636927604675293,41000,34.852480542230545,1419.1259672641754,121.33803154231104,62.055363193154335,1.144716501235962,169.53061438203824,122.85111234001815
5,-0.017839465,266.7404669970274,41,69.34950800167313,0.2711191177368164,1680000,31.577484130859375,0.7221206,72.48887884218455,0.5360207557678223,0.7498059272766113,194.78266601744585,20,2.210486888885498,0.0007724761962890625,-4.852278e-06,34.876115560531616,1.3493387699127197,28.742478296353912,0.39473292,0.30118346214294434,42000,52.073900120266394,1454.0054988861084,150.79993651670773,83.77267628908157,1.0845773220062256,235.62808381064124,189.6237731192261
5,-0.019877132,379.906614869833,42,109.20218623332252,0.5044934749603271,1720000,33.415605306625366,0.75831664,54.83749163213561,0.6234424114227295,0.7669286727905273,159.99535475432157,20,2.8677282333374023,0.0009448528289794922,-4.6886453e-06,37.3792667388916,1.6934213638305664,19.426874382981474,0.38844645,0.2951960563659668,43000,54.42658601553008,1491.3947989940643,129.10337042925602,139.9284214526415,1.093005657196045,184.00686228704018,287.27822686992585
5,-0.018676225,344.40657429397106,43,88.29448033935304,0.6173036098480225,1760000,31.564621686935425,0.77252984,56.88276717063875,0.8763585090637207,0.806842565536499,159.48868239966586,20,3.8959572315216064,0.0005609989166259766,-4.4437907e-06,36.60577893257141,2.36065673828125,31.29230325675094,0.37952304,0.3071563243865967,44000,63.48307796877418,1528.0089535713196,120.09253632981066,84.44990670681,1.142301321029663,202.5380327063089,256.44553877078
5,-0.018979754,93.52058185636997,44,2.329275161638253,0.8551275730133057,1800000,29.780159950256348,0.7625218,74.00663390305809,0.7805724143981934,1.2913939952850342,190.5474919481096,20,4.00626277923584,0.001512289047241211,-4.334552e-06,35.6359441280365,2.307454824447632,34.20855962201383,0.37453702,0.5058841705322266,45000,44.58601794675466,1563.6539690494537,134.71326026222226,-68.253682076931,1.8456270694732666,229.65788472146258,18.06508967317641
5,-0.017549947,316.09093376994133,45,85.94574080962765,0.34670400619506836,1840000,32.969046115875244,0.8110637,93.83737002474182,0.6007678508758545,1.3192389011383057,246.18767903532716,20,2.4352848529815674,0.0016450881958007812,-4.137327e-06,37.29458951950073,1.4575510025024414,18.543090917351172,0.3679638,0.5186581611633301,46000,43.0593443059546,1600.9610705375671,222.4201467893465,141.24862088263035,1.8856911659240723,272.6179499772342,226.41569966915995
5,-0.01930713,377.8804920613766,46,114.87300046532121,0.38057446479797363,1880000,37.88737154006958,0.84799737,78.82428602773766,0.5567550659179688,0.8070123195648193,221.95501449442818,20,2.4721086025238037,0.0010025501251220703,-3.936201e-06,41.53023600578308,1.490220546722412,17.838393229539022,0.36096102,0.32614827156066895,47000,32.03684115306308,1642.496064901352,199.0930740044869,249.02477872371674,1.1672117710113525,251.46866202920785,306.9239929437637
