Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Data-EnvTrajs-StdReturn,Iteration,Data-TimeEnvSampling,Policy-MaxReturn,Policy-TimeAlgoOpt,LossAfter,Data-EnvTrajs-MaxReturn,Policy-StdReturn,Policy-NumTrajs,Data-EnvTrajs-AverageReturn,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-NumTrajs,Policy-AverageAbsPolicyMean,Policy-AveragePolicyStd,Policy-AverageDiscountedReturn,Data-EnvSampler-EnvExecTime,Policy-TimeSampling,Policy-TimeStep,ModelSampler-n_timesteps,Policy-AverageReturn,Model-TimeModelFit,Policy-MinReturn,ItrTime,Data-TimeEnvSampleProc,n_timesteps,Policy-TimeSampleProc,LossBefore,Time
-74.2821641855588,-332.3376479620057,52.37224499838232,0,0.25820088386535645,-5214939.7011767775,1.1336181163787842,-0.006878032,-184.74744613019305,60303.72294385764,20,-274.3299466961161,0.04464411735534668,5,0.41917276,0.9582872,-2052101.3621850293,0.20178699493408203,5.1874940395355225,6.772275924682617,40000,-5333725.769785886,3.6119160652160645,-5440416.197054446,10.645194053649902,0.0005602836608886719,1000,0.416689395904541,-1.3757099e-05,10.645195960998535
73.73465158508574,-88.63446389292798,99.03499412055726,1,0.8520772457122803,-3767638.2100910842,0.6600744724273682,-0.0054692724,193.35528674730784,362178.7561433853,20,85.16597410857096,0.5357534885406494,5,0.23817529,0.9429554,-2090668.536605962,0.2939894199371338,1.825601577758789,2.9204342365264893,80000,-5340869.790686151,4.806641578674316,-5477037.438534439,8.582030773162842,0.0007226467132568359,2000,0.41176366806030273,-1.3606636e-05,19.395397663116455
18.04512371894665,-288.8526837961125,158.20873239454818,2,0.9772276878356934,-5337459.390909612,0.6408812999725342,-0.0027127983,118.76970446317605,25613.12091320529,20,-109.01467848899127,0.5597515106201172,5,0.30206037,0.93283814,-2120259.994851735,0.3891777992248535,1.9887642860412598,3.1455318927764893,120000,-5394269.374298787,7.515615940093994,-5426882.02682519,11.642213821411133,0.0009698867797851562,3000,0.4783213138580322,-1.3488606e-05,31.04486083984375
79.90779342943655,19.524386249556883,26.595095436332528,3,0.9106125831604004,-3429217.693648815,0.6409695148468018,-0.0074445647,95.28017225834327,527339.0648629351,20,43.48197892261729,0.5168697834014893,5,0.6124454,0.9311673,-1223407.8238847172,0.3672149181365967,2.154240131378174,3.338730573654175,160000,-4061123.6094337925,9.05411171913147,-5250248.545108736,13.306761026382446,0.0008990764617919922,4000,0.5149292945861816,-1.3473781e-05,44.366984605789185
-18.369028652339573,-407.40529447180006,194.44995644476552,4,0.8505737781524658,-3726119.892936349,0.6937901973724365,-0.0031039058,136.18108013371196,512767.791934903,20,-166.01363341969366,0.4844377040863037,5,0.57226074,0.92641276,-1768525.128448398,0.34235072135925293,1.6493620872497559,2.8643743991851807,200000,-4915486.536123931,10.930076360702515,-5264681.868044496,14.648550748825073,0.00061798095703125,5000,0.47458791732788086,-1.3425613e-05,59.023768186569214
-141.34804078745486,-503.6037691465566,19.62215385653885,5,0.7320859432220459,-5115059.105677605,0.6546461582183838,-0.0057321507,-452.46354192117985,18079.740998466645,20,-475.71660462536454,0.4134860038757324,5,0.6908454,0.9192588,-1901074.9233742289,0.2967495918273926,1.7796754837036133,2.894876003265381,240000,-5147961.722313255,12.618541479110718,-5181632.131091565,16.25134015083313,0.0007870197296142578,6000,0.4281032085418701,-1.33359235e-05,75.27933812141418
-17.314227571226876,-498.1330088681608,200.94076090761735,6,1.1644861698150635,-4908186.734816611,0.6230239868164062,-0.0055688657,-53.9317019987191,37182.39260302387,20,-224.07010114599,0.6760909557342529,5,0.73327434,0.91397566,-1769717.2596425903,0.4496273994445801,1.568950891494751,2.7610132694244385,280000,-4975777.907429598,15.84117865562439,-5045158.5785628855,19.77647614479065,0.0011906623840332031,7000,0.5464742183685303,-1.3286094e-05,95.0862729549408
-66.95740398508254,-435.49294875927814,229.77569741412708,7,1.1063342094421387,-5072362.922999442,0.582674503326416,-0.0048120827,158.75338930154578,19973.411157500548,20,-299.5375401585883,0.6415805816650391,5,0.6990446,0.90294874,-1876550.4007061862,0.43212890625,1.5159366130828857,2.4922988414764404,320000,-5116593.685289184,17.4368679523468,-5143734.006708741,21.045215606689453,0.0011370182037353516,8000,0.3489382266998291,-1.3156303e-05,116.13998889923096
-120.13155046214311,-431.0009172297024,21.41966180795309,8,1.338778018951416,-2854362.354100704,0.5842516422271729,-0.0046455176,-373.8921740211568,642435.4311964237,20,-396.16725538823584,0.8550376892089844,5,1.0506626,0.9013222,-1364641.8571010819,0.45017218589782715,1.7666311264038086,2.7832305431365967,360000,-4306876.806519808,19.484879732131958,-4836755.02615574,23.609976053237915,0.0008790493011474609,9000,0.3883397579193115,-1.3142188e-05,139.75929307937622
-146.9564138292927,-526.0898486344859,36.18807198281008,9,1.4095804691314697,-3942411.6782636046,0.5911622047424316,-0.0038811215,-417.965779318432,190366.78340912203,20,-481.6194212368349,0.8812241554260254,5,1.0371364,0.88431585,-1394992.4415796169,0.4885256290435791,1.689582347869873,2.8481369018554688,400000,-4399928.016498374,23.02601957321167,-4717677.687802136,27.28884768486023,0.001020193099975586,10000,0.528019905090332,-1.2951349e-05,167.05350255966187
-127.26783174308264,-406.91560478235,2.441732884168396,10,1.433647871017456,-409.12808924913406,0.6050636768341064,-0.0046386644,-399.71739036588946,1597876.6676746483,20,-404.22095038638645,0.9107000827789307,5,1.0103816,0.88022137,-232016.89126665346,0.48805856704711914,1.557427167892456,2.4704689979553223,440000,-798759.7210676253,23.21269178390503,-4241214.454910219,27.120040893554688,0.0007128715515136719,11000,0.289900541305542,-1.29141035e-05,194.17933177947998
-115.65945044631178,-379.55120843603646,15.421443324423329,11,1.3771543502807617,-307.0402612686157,0.5923066139221191,-0.006606431,-337.31249028962094,825505.0872150168,20,-364.7168211831104,0.8623454570770264,5,1.0525244,0.8737672,-66111.27722277972,0.4780855178833008,1.5392632484436035,2.6276698112487793,480000,-290210.6253507376,26.102924823760986,-3588888.4879651368,30.11093783378601,0.0011925697326660156,12000,0.4458498954772949,-1.2850299e-05,224.3037874698639
-115.59348056308795,-381.73980209125557,14.130568744943096,12,1.5599267482757568,-402.0421581864357,0.6038007736206055,-0.0073292227,-345.46865769433106,73907.48602123788,20,-364.38185489263094,0.9654169082641602,5,1.0420823,0.8605383,-3836.3945885418107,0.5542562007904053,1.452533483505249,2.4676215648651123,520000,-26338.864495284855,27.765020608901978,-264368.982490927,31.796753644943237,0.001264333724975586,13000,0.3772604465484619,-1.26824325e-05,256.10966086387634
-124.1492144641239,-443.319421956765,28.65169515891823,13,1.4009959697723389,-416.0773916244507,0.555267333984375,-0.0035630746,-361.1301560594486,34.6901874014461,20,-390.86638919382403,0.8832149505615234,5,1.0910412,0.8565834,-192.19303283913627,0.4791867733001709,1.501668930053711,2.498587131500244,560000,-486.4423077493906,27.5604727268219,-551.2711072564125,31.463085889816284,0.0009770393371582031,14000,0.3857123851776123,-1.2645128e-05,287.5894582271576
-117.41140003807656,-393.0440123198264,8.556425516152022,14,1.584625244140625,-452.74468061327934,0.5614426136016846,-0.00478728,-367.75204411926654,1230388.6364811237,20,-379.7870823471048,0.9941153526306152,5,0.9992435,0.8457022,-345115.9723571154,0.5467510223388672,1.561511754989624,2.6401312351226807,600000,-1593099.4937165044,27.99022126197815,-2961360.5975504518,32.2184784412384,0.0008296966552734375,15000,0.46863842010498047,-1.2511567e-05,319.8157274723053
-121.61667776587078,-419.01221005852756,12.728089686357595,15,1.6475515365600586,-427.0187444090843,0.6287388801574707,-0.005455909,-382.8142229736434,1163511.635435017,20,-396.55648418015716,1.0546107292175293,5,1.0042977,0.8355949,-525865.1846243311,0.5538008213043213,1.8358397483825684,3.0353169441223145,640000,-2277869.4963608845,27.341835260391235,-3142183.7204188704,32.031885623931885,0.0008993148803710938,16000,0.5229876041412354,-1.23878945e-05,351.863721370697
-141.9280473264449,-484.4344630444155,7.003687293466932,16,1.7469348907470703,-423.83149552345276,0.5657534599304199,-0.003413454,-466.0533427243403,1352390.1293644684,20,-474.8550888634642,1.1022419929504395,5,0.8571359,0.8356787,-226649.1750387273,0.6006057262420654,1.446108102798462,2.390202760696411,680000,-988999.9963830635,28.140843391418457,-3206407.3661519885,32.28382587432861,0.0011157989501953125,17000,0.3462715148925781,-1.2373293e-05,384.1541979312897
-144.209603061521,-502.444559122217,21.19618659097774,17,1.419579267501831,-430.07873713970184,0.6158275604248047,-0.0037554577,-444.75566448146157,1299687.9612284831,20,-486.6910582915234,0.9123425483703613,5,0.9338918,0.8323199,-427036.7241715612,0.46919679641723633,1.722036361694336,2.744774103164673,720000,-1880445.8643292233,29.909278392791748,-3143195.759899676,34.077571868896484,0.0009944438934326172,18000,0.3737521171569824,-1.2330864e-05,418.2418751716614
-145.39026956459523,-515.9661744419045,23.22408618813129,18,1.354628086090088,-422.515612244606,0.5946564674377441,-0.005094844,-455.64106003384273,1075172.9743977562,20,-490.3565316450862,0.8382365703582764,5,0.83963346,0.81902784,-119163.291979312,0.4780731201171875,1.6276402473449707,2.7046492099761963,760000,-534198.99486534,28.320175170898438,-3049956.7501173615,32.38361620903015,0.0009100437164306641,19000,0.4396209716796875,-1.2159136e-05,450.635479927063
-139.2054091900755,-484.4911501305917,16.07863052046246,19,1.3686187267303467,-435.0734151005745,0.6316478252410889,-0.0047907555,-440.61025998279706,1608904.0750736273,20,-458.8600983456275,0.8658897876739502,5,0.9740861,0.8127285,-349532.5530803195,0.4679112434387207,1.5339739322662354,2.6020376682281494,800000,-1397638.6387418746,28.676055192947388,-3514507.6256526113,32.64978313446045,0.0006902217864990234,20000,0.42002177238464355,-1.2070263e-05,483.30003333091736
-144.43230063241526,-498.2335169848361,13.016147626887923,20,1.371772050857544,-188.16992881894112,0.6106412410736084,-0.007893316,-459.7246343297028,1576477.7038371086,20,-482.8001200921184,0.8670597076416016,5,1.0830818,0.80446273,-332758.69734169636,0.4637918472290039,1.702946662902832,2.8750076293945312,840000,-1337658.6819873243,29.361555814743042,-3737191.778238356,33.61179566383362,0.0009963512420654297,21000,0.520822286605835,-1.1984564e-05,516.9168601036072
