Time,Data-EnvTrajs-StdReturn,LossBefore,Iteration,n_timesteps,Data-TimeEnvSampling,ItrTime,Data-EnvSampler-EnvExecTime,Policy-NumTrajs,Policy-AveragePolicyStd,Data-TimeEnvSampleProc,Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-AverageReturn,Data-EnvTrajs-MinReturn,Policy-AverageAbsPolicyMean,Data-EnvSampler-PolicyExecTime,Policy-TimeAlgoOpt,Model-TimeModelFit,Policy-TimeSampling,ModelSampler-n_timesteps,Policy-TimeStep,Policy-AverageReturn,Policy-StdReturn,Data-EnvTrajs-MaxReturn,Policy-MinReturn,Data-EnvTrajs-NumTrajs,Policy-MaxReturn,Policy-AverageDiscountedReturn,LossAfter,Policy-TimeSampleProc
10.50756573677063,63.79909636602482,-1.376666e-05,0,1000,0.29192471504211426,10.507562637329102,0.22824573516845703,20,0.9588881,0.0005681514739990234,-74.11183646023767,-271.8138899469221,-339.941925277231,1.0401043,0.05035281181335449,1.0608086585998535,3.4095335006713867,5.198657751083374,40000,6.803508281707764,-5247122.094981195,108126.0608209958,-158.77794066698007,-5409564.336022496,5,-4978667.21791774,-1981657.4666464427,-0.0065089436,0.4840989112854004
19.20582914352417,144.65411355653904,-1.3552404e-05,1,2000,0.9401664733886719,8.471373558044434,0.30840420722961426,20,0.9395529,0.0006086826324462891,79.41527230096366,103.2747615462362,-106.97518189770622,0.72919345,0.6106789112091064,0.6063623428344727,4.252347230911255,1.9838483333587646,80000,3.2750399112701416,-5424612.6622966435,14106.248848349469,266.62665340641115,-5459514.064554557,5,-5398810.409499615,-2146587.194379702,-0.0026052021,0.6350979804992676
30.670594453811646,174.3317452829542,-1.3481964e-05,2,3000,1.1479074954986572,11.451509952545166,0.4384453296661377,20,0.9318808,0.0009005069732666016,35.03963156821891,-21.032275616448466,-297.50437067097926,1.0135015,0.6801304817199707,0.7098183631896973,7.215429067611694,1.9190826416015625,120000,3.0846669673919678,-5453107.3527414575,15226.041312083289,219.90337074974212,-5485580.642401814,5,-5427781.065234661,-2171636.533539141,-0.0043106526,0.4285926818847656
44.180954456329346,14.089831577856536,-1.3334468e-05,3,4000,1.2408719062805176,13.493882417678833,0.46170735359191895,20,0.9178714,0.0005517005920410156,-146.3560915912604,-497.2835413761089,-508.6472218806929,1.3204178,0.7406270503997803,0.6734609603881836,8.671704053878784,2.017299175262451,160000,3.577579975128174,-4745938.549249111,603241.9059092269,-471.006255788935,-5303951.627816528,5,-3780151.7495295405,-1647250.7893378262,-0.0042769127,0.85284423828125
58.83229970932007,22.02584017479255,-1.3074568e-05,4,5000,1.0367939472198486,14.622084140777588,0.4300568103790283,20,0.89453954,0.0008914470672607422,-142.95959452066975,-462.5386583079773,-495.03858424457866,0.95625293,0.5762171745300293,0.6937267780303955,10.754146575927734,1.6866750717163086,200000,2.8281357288360596,-4972851.946885717,268309.5855548936,-432.09792533429686,-5176983.925756395,5,-3872667.7159573436,-1775583.269827405,-0.005500675,0.3869616985321045
62.44922661781311,11.386773153313158,-1.2674607e-05,5,6000,0.9397134780883789,3.60916805267334,0.3508884906768799,20,0.8589269,0.0005652904510498047,-141.69735392454785,-455.0685952046789,-470.3796244473904,1.630442,0.5629854202270508,0.5767571926116943,0.2700817584991455,1.5004947185516357,240000,2.396557092666626,-5339781.628774429,19146.047012510255,-437.5595664761115,-5379467.4864218235,5,-5313773.854434103,-2056738.8960397518,-0.005268691,0.28226590156555176
82.08714389801025,19.681272054196132,-1.2288082e-05,6,7000,1.3362412452697754,19.620055437088013,0.4598116874694824,20,0.8268519,0.0010235309600830078,-149.68976858775517,-488.46480214978254,-510.818645965813,1.1932421,0.8405859470367432,0.7171945571899414,15.223763942718506,1.893050193786621,280000,3.052654504776001,-3914497.724970816,762276.6254754909,-456.84608115135904,-4900436.7675129175,5,-2975014.200029999,-1163343.890808579,-0.004314443,0.4133164882659912
103.59259486198425,11.450408556589055,-1.2211643e-05,7,8000,1.5963075160980225,21.493180990219116,0.5499851703643799,20,0.8205932,0.0010328292846679688,-135.45949726250163,-428.4514552050444,-448.5727165334146,0.47674575,1.0068373680114746,0.5788455009460449,17.475576877593994,1.491241693496704,320000,2.418494462966919,-3776777.387042011,1624363.6273843306,-414.4861960291398,-4919200.61758858,5,-384298.57704111934,-1223923.4014291833,-0.0043278094,0.3258664608001709
126.46207928657532,11.957145729253947,-1.2105321e-05,8,9000,1.4011285305023193,22.86129379272461,0.4975917339324951,20,0.8131885,0.0011563301086425781,-140.77183852254612,-448.38101059831587,-462.1659639772038,0.6909527,0.8618650436401367,0.5047004222869873,19.103429317474365,1.4983775615692139,360000,2.353325366973877,-1977970.4510600884,1463400.5953973795,-429.73053911120985,-4775996.085866809,5,-335807.0535053611,-498867.8852932431,-0.004090018,0.31449127197265625
153.09097361564636,3.647374446599787,-1.1905602e-05,9,10000,1.3876924514770508,26.620601654052734,0.4866158962249756,20,0.7967806,0.0010099411010742188,-130.50271474503086,-404.15807081412095,-410.79976776136544,0.60569525,0.8668019771575928,0.5816500186920166,22.603495121002197,1.6078805923461914,400000,2.6262643337249756,-4916957.60023016,21347.981367276683,-400.258691823799,-4950848.955193341,5,-4858221.363555849,-1726647.9163248867,-0.0059956633,0.39726901054382324
