Data-TimeEnvSampleProc,Policy-MaxReturn,LossAfter,ModelSampler-n_timesteps,Data-EnvSampler-EnvExecTime,Time,Policy-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Data-EnvTrajs-NumTrajs,Data-TimeEnvSampling,Model-TimeModelFit,Policy-TimeSampleProc,Data-EnvTrajs-AverageReturn,Policy-NumTrajs,Data-EnvTrajs-StdReturn,Data-EnvTrajs-MaxReturn,Policy-AverageReturn,Policy-AverageAbsPolicyMean,Policy-TimeStep,ItrTime,Iteration,Policy-TimeAlgoOpt,n_timesteps,Data-EnvTrajs-AverageDiscountedReturn,Policy-StdReturn,Policy-AveragePolicyStd,Policy-TimeSampling,Policy-MinReturn,LossBefore,Data-EnvSampler-PolicyExecTime
0.0005266666412353516,-5067090.427390635,-0.005943949,40000,0.17962217330932617,9.293550968170166,-2014191.0501386046,-328.6206261207697,5,0.22967863082885742,3.0286672115325928,0.4082939624786377,-282.6007602392295,20,40.67119107662214,-222.41005894813242,-5287365.677720006,0.61231256,6.033174276351929,9.29354977607727,0,1.0233287811279297,1000,-76.45915422741653,90226.02973330737,0.96026874,4.572620868682861,-5416654.648450285,-1.37853485e-05,0.039550065994262695
0.0008268356323242188,-3708092.249728292,-0.004974858,80000,0.28705358505249023,17.316890239715576,-1186053.2686516985,-331.7787775826726,5,0.8417153358459473,4.205020427703857,0.2822284698486328,40.49201824597093,20,258.7194092159513,266.0469909351005,-4024502.4147907854,0.48395744,2.750624418258667,7.802870035171509,1,0.6081922054290771,2000,45.230016597016984,420280.68158353906,0.9343707,1.8316941261291504,-5292054.636557505,-1.3513562e-05,0.5354123115539551
0.0005102157592773438,-5190548.614514202,-0.004054198,120000,0.391437292098999,27.456801891326904,-1972526.2163830504,-358.2208924530126,5,1.0366363525390625,6.321354389190674,0.5594522953033447,-159.49884493325789,20,220.04613229179154,263.80106256281755,-5218501.808495886,1.0722203,2.7719693183898926,10.132487058639526,2,0.5792684555053711,3000,-27.39180408761977,15560.259715597436,0.92269826,1.5407843589782715,-5246569.312003359,-1.3389078e-05,0.6200993061065674
0.0005936622619628906,-947.1541850566864,-0.0077685984,160000,0.35610318183898926,39.59487771987915,-431.4879298288556,86.52426355806065,5,0.8716838359832764,8.450889110565186,0.6560029983520508,193.10595730376696,20,66.16946714142858,270.9915970015215,-1042.4689952649176,0.5108987,2.8077919483184814,12.13261890411377,3,0.5145533084869385,4000,101.60821391700577,49.265630280884125,0.9077095,1.578517198562622,-1141.0282769799232,-1.3223401e-05,0.49112939834594727
0.0005850791931152344,-5097850.936644018,-0.004457143,200000,0.3765411376953125,53.82430672645569,-1923519.3477310366,-106.0343971196697,5,0.9727301597595215,10.600428581237793,0.3466958999633789,51.841676492047995,20,116.3904271491203,249.4759539169829,-5157822.838499494,0.92637306,2.6462674140930176,14.222100973129272,4,0.5936603546142578,5000,49.0990335503314,25992.464224196905,0.9027659,1.643819808959961,-5207019.008727059,-1.3165631e-05,0.5699784755706787
0.0005705356597900391,-895.8928812146187,-0.006501794,240000,0.3360733985900879,70.17573547363281,-392773.37876350374,-448.326518841744,5,0.854229211807251,12.511132001876831,0.565845251083374,-324.67870667952434,20,80.75311559289571,-227.23709714199387,-1786479.1809860326,0.65659994,2.975893020629883,16.34425377845764,5,0.5921432971954346,6000,-66.91895267655721,1145676.6969509085,0.90093195,1.78361177444458,-4124774.5277546346,-1.3153336e-05,0.4947388172149658
0.0006854534149169922,-831.8883744478226,-0.003193596,280000,0.3112151622772217,88.3578097820282,-335.65025323275734,-221.63439558805962,5,0.7808082103729248,14.64809274673462,0.48368239402770996,-57.50674319624859,20,117.58133820169452,123.037249668075,-914.2033021103591,0.53839475,2.745159864425659,18.17714023590088,6,0.5769004821777344,7000,22.149618098652372,35.99254427976707,0.88882095,1.6469926834106445,-968.7065843641758,-1.3014014e-05,0.44658803939819336
0.0005736351013183594,-580.9552613198757,-0.004202712,320000,0.2991979122161865,109.32404398918152,-882629.0989595769,-10.613318926945631,5,0.7031040191650391,17.29167079925537,0.6706533432006836,121.65449306723553,20,82.24061259737829,223.19488046041877,-2719627.182807304,0.6087709,2.956181526184082,20.95456075668335,7,0.5533344745635986,8000,54.33513118567394,2227737.8155274997,0.87755895,1.6697449684143066,-4889471.988270372,-1.2868175e-05,0.3838043212890625
0.0005116462707519531,-3275.140642464161,-0.0074178623,360000,0.3062875270843506,131.5248498916626,-1265071.0945286797,-334.0345546258724,5,0.7088596820831299,18.59521460533142,0.362262487411499,-314.53429943311073,20,20.01400432566044,-282.649928433356,-4088796.1499415175,0.94935024,2.882495403289795,22.195263385772705,8,0.666071891784668,9000,-81.26161322193398,973222.671350065,0.879386,1.7770748138427734,-4563999.022785246,-1.2903665e-05,0.3827836513519287
0.0005855560302734375,18.429970234632492,-0.004795936,400000,0.30780744552612305,155.78461599349976,-50319.91544951719,-324.2504418574718,5,0.7365121841430664,20.698864698410034,0.39199376106262207,-97.2115051066497,20,151.89861953174386,109.91347675738174,-185365.61129842178,0.42385784,2.8107383251190186,24.254484176635742,9,0.6906263828277588,10000,11.875909328562996,807408.0243352259,0.8830321,1.6958262920379639,-3704775.5819416046,-1.2942447e-05,0.40783095359802246
