Policy-TimeSampling,Data-TimeEnvSampleProc,Policy-AverageDiscountedReturn,Policy-TimeStep,Model-TimeModelFit,Data-EnvTrajs-AverageDiscountedReturn,Policy-NumTrajs,LossAfter,Policy-TimeSampleProc,ModelSampler-n_timesteps,n_timesteps,LossBefore,Time,Data-EnvSampler-EnvExecTime,Policy-AverageAbsPolicyMean,Policy-MinReturn,Data-EnvTrajs-StdReturn,Policy-AverageReturn,Data-EnvTrajs-MaxReturn,Data-EnvTrajs-MinReturn,Policy-AveragePolicyStd,Iteration,ItrTime,Data-EnvTrajs-NumTrajs,Policy-StdReturn,Data-EnvTrajs-AverageReturn,Data-TimeEnvSampling,Policy-TimeAlgoOpt,Data-EnvSampler-PolicyExecTime,Policy-MaxReturn
4.423086404800415,0.0005462169647216797,20.6799137983621,6.1865832805633545,3.1819491386413574,1.2236932360877741,20,-0.005635958,0.6275238990783691,40000,1000,-1.4031053e-05,9.565876245498657,0.13961148262023926,0.538533,-463.4958035709569,3.3437395984935896,30.493489796991344,4.780156462680875,-3.9494911226992784,0.98401076,0,9.565875053405762,5,125.10265215175774,0.8100640764086859,0.19371366500854492,1.106661319732666,0.04282522201538086,114.28609810350463
1.545323371887207,0.0005567073822021484,19.53824403797282,2.675060987472534,4.545304298400879,11.985364852244903,20,-0.0019536258,0.546595573425293,80000,2000,-1.3788764e-05,17.860743522644043,0.22128844261169434,0.55960345,-1029.3298657000996,7.6160211927548636,-13.24114610578108,32.81153714146138,12.112932406412908,0.9580514,1,8.123647689819336,5,337.03727577388764,24.02012162105932,0.9008424282073975,0.5105195045471191,0.6594438552856445,182.04797869548202
1.6675057411193848,0.0005743503570556641,52.75035939232409,2.7826478481292725,7.035644769668579,4.837149226069765,20,-0.005016532,0.4721102714538574,120000,3000,-1.38278265e-05,28.497864723205566,0.245164155960083,0.97780764,23.699933423195034,2.122503274578487,179.61660518855643,16.061721251114115,10.260428148523735,0.96368325,2,10.631802320480347,5,97.76423659812964,13.413839269360427,0.809025764465332,0.6060581207275391,0.5405240058898926,327.5901083124918
1.7015929222106934,0.0005502700805664062,532.8275195540377,2.8082494735717773,8.348596572875977,11.332877353454972,20,-0.0038498507,0.5046007633209229,160000,4000,-1.369084e-05,40.55366587638855,0.2958691120147705,1.1886009,32.62682949844748,11.444376377392938,2679.9001780229714,39.83430495599667,7.906645841906245,0.9507034,3,12.04904842376709,5,1693.5149275231593,24.873871953298657,0.8896951675415039,0.5760252475738525,0.5705239772796631,5670.337225154974
1.7079086303710938,0.0008211135864257812,304.7072706245875,2.8091444969177246,11.0123770236969,18.68511925959913,20,-0.004503286,0.41237330436706543,200000,5000,-1.3433862e-05,55.29916954040527,0.29759931564331055,0.8749532,-248.71720727090724,1.9346052459988317,1233.078271511465,28.920768623560924,23.64037106374343,0.9289382,4,14.738497257232666,5,503.1422381768208,26.41037408660867,0.9119503498077393,0.6643099784851074,0.5829143524169922,1623.2564224041998
1.6383342742919922,0.0005841255187988281,-185.75298777717293,2.8500266075134277,12.642134428024292,22.434717360365603,20,-0.0030518589,0.5859160423278809,240000,6000,-1.331454e-05,71.83573722839355,0.35194969177246094,0.52237386,-5803.3912989043165,1.6301210520713993,-1176.5106380025652,31.193563989132986,27.004525961366703,0.91685414,5,16.532068729400635,5,1866.0278466036432,28.99305835051437,1.0371520519256592,0.5989766120910645,0.6583535671234131,96.61241619009525
1.5774943828582764,0.0005724430084228516,2.227138496163829,2.579338550567627,14.604619979858398,18.634298627231665,20,-0.0032914784,0.4441380500793457,280000,7000,-1.3293859e-05,90.11915683746338,0.35183238983154297,0.71653175,-1524.4739820626564,1.7556973762255077,-85.87706139930306,28.692553451703148,23.928867140446155,0.9133467,6,18.27854871749878,5,384.17475111412983,26.05815889560363,1.0919930934906006,0.5236589908599854,0.7103195190429688,125.10571284219623
1.7582707405090332,0.0008084774017333984,20.508419422877918,2.838454008102417,16.719667196273804,17.04844606270592,20,-0.003280662,0.3872814178466797,320000,8000,-1.30667e-05,110.90784621238708,0.3415670394897461,1.0159185,-10.490583313629031,4.038043333790356,31.301068853080505,31.02875180198126,19.63671080152271,0.8943772,7,20.783867597579956,5,12.621423047446392,25.651637279180857,1.2171449661254883,0.6788365840911865,0.8471319675445557,48.37356070941314
1.8385543823242188,0.0007004737854003906,44.2690956495746,2.9365546703338623,18.843079566955566,20.36493075756248,20,-0.0012805861,0.48111701011657715,360000,9000,-1.2892712e-05,134.03352117538452,0.39648962020874023,0.9597107,64.70717992121354,3.226851823473563,123.07662397335807,32.6567506918344,24.441779832810603,0.87871313,8,23.116584062576294,5,28.769340381614498,28.248232610796457,1.3344812393188477,0.5827279090881348,0.9051315784454346,173.2625541202724
1.673309326171875,0.0006196498870849609,0.49522983615118205,2.713655710220337,21.21778154373169,20.997466074820885,20,-0.0018601177,0.4099287986755371,400000,10000,-1.27049225e-05,159.41522860527039,0.4484994411468506,1.1990093,-2447.955006886681,2.0206064639085497,-53.57579373533663,32.33769381463091,26.676889198204766,0.8627523,9,25.375443696975708,5,549.8007082403917,29.572568564889217,1.4416513442993164,0.600196123123169,0.9546256065368652,117.7494777739048
