Time,Policy-TimeSampleProc,Policy-AverageDiscountedReturn,Data-EnvSampler-PolicyExecTime,Data-TimeEnvSampleProc,Data-TimeEnvSampling,Data-EnvSampler-EnvExecTime,Data-EnvTrajs-NumTrajs,LossAfter,Policy-AverageAbsPolicyMean,LossBefore,Policy-MaxReturn,Policy-NumTrajs,Data-EnvTrajs-AverageReturn,Iteration,ModelSampler-n_timesteps,Policy-MinReturn,Policy-StdReturn,Policy-TimeSampling,Policy-AveragePolicyStd,Policy-TimeAlgoOpt,ItrTime,n_timesteps,Data-EnvTrajs-MaxReturn,Data-EnvTrajs-AverageDiscountedReturn,Policy-AverageReturn,Data-EnvTrajs-MinReturn,Model-TimeModelFit,Policy-TimeStep,Data-EnvTrajs-StdReturn
8.247567176818848,0.478515625,-13.20397090656511,0.03409886360168457,0.0004673004150390625,0.1536543369293213,0.11031889915466309,5,-0.0023865672,0.496722,-1.4053011e-05,125.47314297687262,20,-0.484400791347546,0,40000,-381.90457475633593,131.5330808540114,3.7780439853668213,0.98136806,1.045421838760376,8.247566223144531,1000,7.4360032514034575,0.9563660794742936,-56.63293895636525,-4.534912632091175,2.757141351699829,5.329474925994873,4.134625570615016
15.60671591758728,0.5700960159301758,-12.579120616177576,0.466233491897583,0.0005362033843994141,0.6908960342407227,0.2053816318511963,5,-0.0024275077,0.36611804,-1.3961418e-05,7.143200188758783,20,20.27189903224513,1,80000,-76.98830694914795,17.474279796457285,1.3907358646392822,0.9775633,0.4812295436859131,7.261492967605591,2000,28.315469501925374,10.322279660127103,-40.284827725207286,12.253554142653197,4.102311849594116,2.4661471843719482,6.346150129716252
24.89660882949829,0.3482780456542969,10.05987604071956,0.37669897079467773,0.0008676052093505859,0.605473518371582,0.20766067504882812,5,-0.0043255566,0.50134045,-1.3742474e-05,104.69907013350166,20,21.79709680696277,2,120000,-2414.460016179364,539.1460227008164,1.6312799453735352,0.957088,0.564896821975708,9.280128955841064,3000,27.14837043989643,13.200994948784167,-67.13110605124457,17.68233345144733,6.086625099182129,2.5850043296813965,3.656698398421278
39.559890031814575,0.6972119808197021,30.77153866035884,0.4342162609100342,0.0005893707275390625,0.6886181831359863,0.23176002502441406,5,-0.0048428294,0.46229437,-1.355806e-05,152.73529009753838,20,20.97723616855567,3,160000,48.560960393399,25.769690378988503,2.078904151916504,0.93848807,0.692096471786499,14.655036926269531,4000,29.144826526094615,11.938021013423453,99.78187001519545,14.962317587383021,10.452505111694336,3.5110607147216797,5.5250034897261004
59.586899518966675,0.7011854648590088,-6.272561906454317,0.5930349826812744,0.0014140605926513672,0.961716890335083,0.33883190155029297,5,-0.00255608,0.64610255,-1.34790625e-05,13.396856702398509,20,7.332255518771679,4,200000,-92.03279673564248,27.857481127392454,2.129718780517578,0.9323772,0.666222095489502,20.02174973487854,5000,18.929473552893214,5.161137320521754,-14.909752478954033,0.5904061127781196,15.522731065750122,3.5308432579040527,6.130871044591682
81.86456990242004,0.6580517292022705,-34.66899841085568,0.5677311420440674,0.001355886459350586,0.912468433380127,0.31451916694641113,5,-0.0035848685,0.49822628,-1.3396855e-05,17.272148661053507,20,4.852427767168106,5,240000,-2654.1369159119204,692.8421891669349,2.1265828609466553,0.92538255,0.7904486656188965,22.26840591430664,6000,10.103307141310687,2.281139506375978,-246.2726372778321,1.9756378568691044,17.741655111312866,3.6107609272003174,3.1726308434859316
103.07403659820557,0.32242298126220703,76.52145247756137,0.6120867729187012,0.0034780502319335938,0.9709546566009521,0.32775092124938965,5,-0.0076049287,0.74257076,-1.3182996e-05,232.25744034908712,20,7.739065629565131,6,280000,168.5730295208923,15.1743264067972,1.441176414489746,0.90596545,0.6088628768920898,21.2004337310791,7000,10.658583711114,4.807729992377775,202.35725050816546,-2.1790924515599865,17.817909955978394,2.393056631088257,4.970808356979389
121.54631876945496,0.5299124717712402,0.6816284090746517,0.44200873374938965,0.0008409023284912109,0.7068295478820801,0.24268245697021484,5,-0.0023224766,0.62131965,-1.2901553e-05,-5.598774688405683,20,23.537463169279143,7,320000,-21.610353952273726,4.494747357801125,1.541884422302246,0.8811848,0.569969892501831,18.462555646896362,8000,26.389582701892266,17.469224557721713,-11.861144063808752,18.45918130626163,15.068719863891602,2.68261981010437,3.302426509390853
153.48751783370972,0.49407148361206055,39.89580695573446,0.5000004768371582,0.00093841552734375,0.7965855598449707,0.2726616859436035,5,-0.0044485647,0.96161205,-1.2767999e-05,93.70774466684088,20,25.877352220833746,8,360000,70.09003073349595,4.801318061548489,2.401167869567871,0.86862665,0.8203597068786621,31.93673038482666,9000,30.01915124413875,17.951093968990257,79.74386308247486,22.88318851761791,27.399116277694702,3.7368571758270264,2.6156936384487692
179.0547740459442,0.4039115905761719,0.23396954233763467,0.7116329669952393,0.000949859619140625,1.142777442932129,0.39748311042785645,5,-0.0034783925,0.8019438,-1.2479414e-05,-23.765093431225978,20,27.503785577042965,9,400000,-31.229571217438206,2.399205132914175,1.4418604373931885,0.84395695,0.5774600505828857,25.55687689781189,10000,33.15948207462857,18.56653727047226,-27.93684051515884,21.038138981817266,21.971222162246704,2.439561605453491,4.595814294683691
210.86669254302979,0.7731857299804688,26.975064223283777,0.5327773094177246,0.0005626678466796875,0.8609075546264648,0.3024892807006836,5,-0.0062669353,0.9142279,-1.232931e-05,64.61224564071745,20,24.856991015902032,10,440000,48.60420776781393,3.8432311320456964,2.418653964996338,0.83072823,0.7678356170654297,31.80523920059204,11000,29.710657052802265,16.48905358579909,54.30120818482574,19.74302116803722,26.945845365524292,3.994267702102661,3.5658982288650165
245.6405782699585,0.5078108310699463,70.27692168317556,0.7869462966918945,0.0009071826934814453,1.2728676795959473,0.44927144050598145,5,-0.0043397467,0.63313466,-1.2227334e-05,332.8492403589189,20,27.830539927801418,11,480000,5.357932726270519,93.61358645270798,1.5287389755249023,0.8214158,0.5240552425384521,34.766196966171265,12000,30.974130734676102,20.126527051433374,174.23295133156353,24.83276518152748,30.889360427856445,2.6006762981414795,1.9891544392037728
278.118239402771,0.5782907009124756,-35.85441045261233,0.6079456806182861,0.0006310939788818359,0.9391005039215088,0.3063066005706787,5,-0.002199046,1.155774,-1.2065967e-05,4.788805763237178,20,26.530069298399336,12,520000,-4891.785365525633,1063.873859571015,2.1634645462036133,0.8127669,0.8452293872833252,32.473456144332886,13000,31.38400288298322,19.60079730273401,-254.53309899223532,24.571165913543936,27.91038227081299,3.61894154548645,2.464273192340539
319.44481468200684,0.5593843460083008,129.17888510932056,0.914513111114502,0.0010828971862792969,1.438220739364624,0.4843151569366455,5,-0.0024798955,0.8543247,-1.1976512e-05,422.1989671178162,20,27.904794044197235,13,560000,230.35001270193607,42.41583510235198,1.351315975189209,0.80220103,0.502347469329834,41.317227840423584,14000,31.206173980718283,20.958124237641037,369.97994452668354,23.635494104453254,37.42106604576111,2.4542722702026367,2.5658202892221644
349.140615940094,0.5415737628936768,-193.41984036798794,0.7235195636749268,0.0005664825439453125,1.1041946411132812,0.3526301383972168,5,-0.002394294,1.1048584,-1.1765802e-05,27.126961620524526,20,26.146055295194845,14,600000,-6532.5169765948085,1878.8450948581847,2.4361536502838135,0.78221685,0.857515811920166,29.68851351737976,15000,28.71062235810776,19.168820936326235,-1192.2239689295632,24.54327234140785,24.69897961616516,3.8748841285705566,1.4342532966722783
393.39442133903503,0.667243480682373,30.799787216198297,0.8407230377197266,0.0010530948638916016,1.3413355350494385,0.4599621295928955,5,-0.0040104766,0.7570176,-1.1508211e-05,87.82115298509598,20,22.50638395507131,15,640000,42.230309792095795,12.202642457944854,2.364603281021118,0.7643728,0.8301851749420166,44.238274335861206,16000,24.5742991536498,16.07761403487502,69.40968450171059,19.281369832960152,38.9994957447052,3.893327474594116,2.022255003961097
424.02692198753357,0.2997758388519287,-7.2372630879965145,0.9740004539489746,0.0010066032409667969,1.5014405250549316,0.4885132312774658,5,-0.0051123654,0.796692,-1.10825e-05,-29.350980752147734,20,26.892796707844365,16,680000,-40.673464020714164,3.4163011440953013,1.5793678760528564,0.73339844,0.5391643047332764,30.608686685562134,17000,29.133038044088153,20.13062900550016,-33.89277983469365,24.812435138451367,26.66070318222046,2.442359447479248,1.4375868626693458
