Policy-AverageDiscountedReturn,LossBefore,Policy-TimeSampling,Data-EnvTrajs-AverageDiscountedReturn,Time,Policy-NumTrajs,Data-EnvTrajs-StdReturn,Policy-TimeStep,ItrTime,Policy-AverageReturn,Data-EnvTrajs-NumTrajs,n_timesteps,Data-EnvTrajs-MinReturn,ModelSampler-n_timesteps,Data-EnvTrajs-AverageReturn,Policy-MaxReturn,Policy-AveragePolicyStd,Data-EnvSampler-PolicyExecTime,Policy-TimeAlgoOpt,Model-TimeModelFit,Data-EnvTrajs-MaxReturn,Policy-AverageAbsPolicyMean,LossAfter,Policy-MinReturn,Data-TimeEnvSampling,Data-TimeEnvSampleProc,Data-EnvSampler-EnvExecTime,Policy-TimeSampleProc,Iteration,Policy-StdReturn
-122.23510833857145,-1.4080016e-05,4.251034736633301,0.5402367041683626,9.447928667068481,20,2.4407937176232766,5.989481210708618,9.447928190231323,-493.113714279898,5,1000,-4.0796275903351065,40000,-0.579800621022965,30.523014239035547,0.99057496,0.04240274429321289,1.1130099296569824,3.266160726547241,2.63827115570931,0.9351195,-0.0062704026,-1232.8456504157512,0.1902909278869629,0.0005393028259277344,0.13678908348083496,0.5901267528533936,0,480.35174705242866
-12.699769086303858,-1.39897e-05,1.4969358444213867,-3.846773026624061,17.838722705841064,20,2.2202148325767235,2.584493637084961,8.264825582504272,-41.153947189225434,5,2000,-12.079171231940997,80000,-8.094949391850395,10.581241388106719,0.9822552,0.5797431468963623,0.554624080657959,4.81358528137207,-5.525782637764005,0.33587238,-0.0044330414,-118.64144752656284,0.8643190860748291,0.0006837844848632812,0.26123881340026855,0.49196481704711914,1,42.71232822002406
-14.150216240705367,-1.3941964e-05,1.7154040336608887,-5.951947052195779,28.21009635925293,20,2.196029848791388,2.5402092933654785,10.362475156784058,-166.0143686004012,5,3000,-13.663636338017488,120000,-10.155549814421502,310.74525992106646,0.97612756,0.5978829860687256,0.5839200019836426,6.88904070854187,-7.47204396540432,0.30803856,-0.0039892793,-1374.4553813106613,0.9296936988830566,0.0010023117065429688,0.30469679832458496,0.22771596908569336,2,502.60050390818157
239.37651915817236,-1.3604756e-05,1.6332557201385498,-0.5338206222267375,41.70501899719238,20,8.480426245720983,2.643162727355957,13.489073038101196,1300.9105674574705,5,4000,-3.8571302954765474,160000,3.0452853888180993,2823.6365867704153,0.9457421,0.6399567127227783,0.5643384456634521,9.869674921035767,19.38756015061348,0.6440342,-0.0026760253,7.600261772284284,0.9687252044677734,0.0009608268737792969,0.300490140914917,0.42356228828430176,3,849.1996531547157
87.12336533787635,-1.3458125e-05,1.5769100189208984,-0.2165135323404094,57.25568723678589,20,3.4418063649603114,2.6492722034454346,15.544681072235107,671.3833768332676,5,5000,-9.422306725859999,200000,-3.2888120164008234,2522.7107988949865,0.9301753,0.6904683113098145,0.5654747486114502,11.8598792552948,0.9882895999186722,0.48732287,-0.002222327,-139.59722879849141,1.0324740409851074,0.0007414817810058594,0.3107476234436035,0.4882237911224365,4,791.9296161871971
12.14691908732595,-1.3275293e-05,1.4502441883087158,-3.15285108760603,73.75452518463135,20,3.5124454307256308,2.3560397624969482,16.48840594291687,5.107448971107078,5,6000,-9.918535471767912,240000,-5.313034722964467,38.355524848389905,0.9121814,0.6800031661987305,0.5273737907409668,13.086049556732178,0.07907873584797478,0.7890499,-0.0033455647,-37.66828683158383,1.040273666381836,0.0007147789001464844,0.33052563667297363,0.33567261695861816,5,21.813835949737463
13.805349295805522,-1.2843356e-05,1.6162006855010986,12.887425283362358,93.58286881446838,20,2.766578753043779,2.5328261852264404,19.824243307113647,21.38424325983724,5,7000,18.9115304431071,280000,22.8309181530493,34.63045590557158,0.87681115,0.6068556308746338,0.5397284030914307,16.33821129798889,27.022931249574924,0.8511284,-0.005004948,-12.15185613639187,0.9497263431549072,0.0008673667907714844,0.3147714138031006,0.3475344181060791,6,10.620302830772928
24.72878667444306,-1.2462823e-05,1.3966081142425537,17.71395372126735,115.94883799552917,20,3.241640710665307,2.4499146938323975,22.35965132713318,51.25793709963618,5,8000,22.43294475300256,320000,28.62677141292328,66.56711001857184,0.8432446,0.685945987701416,0.6030871868133545,18.84824228286743,31.227977506903475,1.0156326,-0.001224307,36.798959277104586,1.059067964553833,0.0006263256072998047,0.333528995513916,0.4252614974975586,7,7.930838399017023
40.71722071043305,-1.19418e-05,1.6620640754699707,21.735191238319736,140.20534491539001,20,3.0020567560996696,2.582779884338379,24.249720335006714,95.05753817857476,5,9000,27.803981382744343,360000,31.881873476946858,120.89974747039378,0.8024139,0.70021653175354,0.600269079208374,20.59034824371338,35.48082158106834,1.0354674,-0.00486253,73.42719843052328,1.0726003646850586,0.0010449886322021484,0.34234166145324707,0.30185413360595703,8,12.60408771938484
18.136396231159253,-1.1528309e-05,1.3981633186340332,19.831532095213245,166.79189825057983,20,1.578915844092074,2.44326114654541,26.578752756118774,31.527730840358707,5,10000,26.74142478945978,400000,29.213227105946487,36.30736509151757,0.7683467,0.719754695892334,0.5639374256134033,23.025407791137695,31.53147432781539,1.0738056,-0.0023734737,15.244551694078837,1.10756516456604,0.0011513233184814453,0.35585880279541016,0.4554786682128906,9,5.14485742273597
