Data-EnvTrajs-StdReturn,ModelSampler-n_timesteps,Policy-MinReturn,Policy-TimeAlgoOpt,Data-EnvTrajs-AverageDiscountedReturn,Policy-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Model-TimeModelFit,Policy-MaxReturn,Data-TimeEnvSampling,Time,n_timesteps,Data-EnvTrajs-AverageReturn,Policy-AveragePolicyStd,Data-EnvTrajs-MaxReturn,Policy-TimeSampling,LossAfter,Policy-StdReturn,LossBefore,Data-EnvTrajs-NumTrajs,ItrTime,Data-EnvSampler-PolicyExecTime,Policy-AverageAbsPolicyMean,Policy-TimeStep,Policy-NumTrajs,Iteration,Policy-AverageReturn,Data-EnvSampler-EnvExecTime,Policy-TimeSampleProc,Data-TimeEnvSampleProc
22.008253906891074,40000,1237.8247646391392,0.9575998783111572,-22.683244312692274,4591.15373484788,-80.5067921371939,2.8218581676483154,16573.487223148346,0.17116379737854004,8.52866792678833,1000,-60.23011751319441,0.99305356,-18.563663512071443,4.061290502548218,-0.015726486,5904.97728167864,-1.4124934e-05,5,8.528667211532593,0.03843235969543457,0.86112255,5.53302001953125,20,0,13275.734856029972,0.12252640724182129,0.4769282341003418,0.00047969818115234375
37.13087923883995,80000,-3004.8206044882536,0.6463315486907959,-7.105393356979283,-99.22361251844669,-65.9962453074792,4.1501171588897705,-114.18948382139206,0.8771789073944092,16.564465761184692,2000,-21.359275581804475,0.97836816,22.742863398424024,1.6996128559112549,-0.013467725,622.4029414938423,-1.3953808e-05,5,7.924097061157227,0.6263115406036377,0.6865999,2.8933866024017334,20,1,-292.5791238438338,0.22790908813476562,0.5152764320373535,0.0009007453918457031
19.378617049702523,120000,-126.79947571456432,0.6333401203155518,-26.006612025893663,-35.77260011189506,-91.14477147299448,6.603774070739746,-49.89797130227089,0.8456940650939941,26.913164854049683,3000,-58.13034608912684,0.94093215,-34.269401593597074,1.825260877609253,-0.013548619,25.192037872867083,-1.35815435e-05,5,10.340277910232544,0.5617287158966064,0.55421865,2.8830230236053467,20,2,-84.60262966901064,0.2581155300140381,0.39505839347839355,0.0009350776672363281
20.905615056719437,160000,-4252.534507587552,0.5402474403381348,-39.39121258147995,-369.3424514055804,-108.47067742506944,9.131450176239014,-31.16349431872368,0.874830961227417,40.011751890182495,4000,-78.77011184155054,0.9129274,-52.055786493782584,1.9127402305603027,-0.015996922,1403.4149832098226,-1.3266205e-05,5,13.093477249145508,0.5658388137817383,0.6403927,3.0825982093811035,20,3,-1537.971692918241,0.27599525451660156,0.5886633396148682,0.0009114742279052734
59.35105866194997,200000,-575.6032324135303,0.6021349430084229,-25.620230841625535,-205.41705981995568,-134.88542408521198,11.00956106185913,-413.8668400645256,0.9053404331207275,54.41026568412781,5000,-57.33197010863703,0.904024,10.384662131259192,1.4269070625305176,-0.015527888,39.21766784286536,-1.3165276e-05,5,14.388515710830688,0.6016933917999268,0.63981134,2.469618320465088,20,4,-487.4665867228061,0.2726297378540039,0.380810022354126,0.0009784698486328125
65.60320233886058,240000,-4057.874380469322,0.5889220237731934,-18.77504540708351,-404.4915055131361,-177.24637369848747,13.238797426223755,-458.67059847712517,0.9175636768341064,71.1586263179779,6000,-58.43729733780293,0.8990078,-1.3775079528427077,1.5466547012329102,-0.017281,1179.4556584486425,-1.31088755e-05,5,16.741061210632324,0.5984189510345459,0.7152017,2.5806920528411865,20,5,-1365.0849795427173,0.29062581062316895,0.4110097885131836,0.0010068416595458984
13.0431463520067,280000,-2469.158212915063,0.6691112518310547,-13.2051128398795,-89.42658007721279,-68.89267816345158,15.840986490249634,-117.23624252527952,0.9253435134887695,90.60266613960266,7000,-46.88668747693633,0.8936634,-33.03650653629942,1.5108134746551514,-0.01651069,506.87898247115953,-1.3065055e-05,5,19.435561418533325,0.6181337833404541,0.6506951,2.6649396419525146,20,6,-261.7227599728852,0.27739787101745605,0.4460594654083252,0.0025353431701660156
13.886385728006148,320000,-204.1420014500618,0.6120469570159912,-28.683338321166808,-73.13891772683711,-79.63810953906791,17.628016233444214,-98.10815300792456,1.365560531616211,112.33531761169434,8000,-60.70316073907172,0.86487436,-48.664266886560135,1.7192926406860352,-0.015358522,23.864213436056076,-1.2723018e-05,5,21.719156742095947,0.9319150447845459,0.6360144,2.7208924293518066,20,7,-170.820457033813,0.39453673362731934,0.349334716796875,0.0014395713806152344
20.285984924461758,360000,-8.27414384484291,0.5487363338470459,-4.736700769790499,15.499608894212532,-57.90512641045746,20.907986879348755,88.59612239897251,0.9872028827667236,136.73747301101685,9000,-28.9708795420022,0.8320424,4.274591915251937,1.4837265014648438,-0.014152906,22.232058423698934,-1.2352832e-05,5,24.394524335861206,0.677243709564209,0.57166857,2.4966161251068115,20,8,49.13568679280579,0.2788558006286621,0.42966651916503906,0.0009045600891113281
18.947861304355943,400000,-157.88964822888374,0.6294615268707275,-18.407365744869615,-51.28681484899679,-76.29449386397248,22.835984230041504,-66.36940388381481,1.3588719367980957,163.4422996044159,10000,-51.15217251469048,0.8090925,-23.631728579340937,1.5564570426940918,-0.014608925,24.86649558341738,-1.208745e-05,5,26.6975576877594,0.9667453765869141,0.6049531,2.491896867752075,20,9,-114.34964202903211,0.35103464126586914,0.2872462272644043,0.0010867118835449219
