Data-EnvTrajs-NumTrajs,Data-EnvSampler-EnvExecTime,Policy-NumTrajs,Policy-MinReturn,Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Policy-AverageAbsPolicyMean,Policy-MaxReturn,ItrTime,Data-TimeEnvSampleProc,Policy-StdReturn,Iteration,Policy-TimeSampling,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-AverageReturn,Policy-TimeStep,Policy-TimeAlgoOpt,Policy-TimeSampleProc,Policy-AverageDiscountedReturn,Policy-AverageReturn,ModelSampler-n_timesteps,Data-EnvTrajs-StdReturn,LossAfter,Data-EnvTrajs-MaxReturn,Policy-AveragePolicyStd,Data-TimeEnvSampling,LossBefore,n_timesteps,Time,Model-TimeModelFit
5,0.11025285720825195,20,-926.549217030406,-0.6598695728238768,-8.40003608034632,1.009498,781.7007910013199,8.001869201660156,0.0006244182586669922,455.5214664544091,0,3.836709499359131,0.03360319137573242,-1.1311812527259162,5.1998467445373535,0.8868060111999512,0.4309399127960205,233.71140411591438,517.2456847014473,40000,4.529156373553742,-0.004121616,4.365368834958613,0.9842195,0.1533970832824707,-1.4045934e-05,1000,8.00187063217163,2.645918369293213
5,0.19842743873596191,20,-3308.703278478002,14.03315946049517,18.140750235549312,0.43002388,180.7183404432144,7.137656927108765,0.0005941390991210938,1187.546078319206,1,1.5185081958770752,0.5116050243377686,24.080058974674284,2.518028497695923,0.5456802845001221,0.39803290367126465,-314.6651915569834,-1351.5603079679538,80000,4.539001871752502,-0.0027457776,28.683835511462537,0.9674082,0.7265713214874268,-1.3878995e-05,2000,15.335066318511963,3.888038396835327
5,0.2395186424255371,20,-7715.004737391137,13.33820095595786,-2.308035849622339,0.41788772,88.27119041339029,9.318143844604492,0.0005478858947753906,1723.870029150213,2,1.4916751384735107,0.555819034576416,17.71595636239536,2.5587353706359863,0.5330443382263184,0.4683825969696045,-230.71700469309266,-1035.6139721968793,120000,11.002669232587003,-0.003082962,27.850645035494015,0.95008653,0.81626296043396,-1.3673176e-05,3000,24.67466640472412,5.9324634075164795
5,0.26267385482788086,20,-1267.7670122645795,-0.926366950884451,-6.258707994621952,0.638978,665.2441691625863,14.668001890182495,0.0008990764617919922,413.5846729976338,3,2.185879707336426,0.5068602561950684,-1.2997977087639252,3.50164794921875,0.7518503665924072,0.536890983581543,104.74904552952232,327.26433331338046,160000,3.256310552927374,-0.0043038414,3.7483226349537,0.95930296,0.7949893474578857,-1.3786413e-05,4000,39.34722638130188,10.365821599960327
5,0.3620014190673828,20,-738.3850288486574,8.3321960273092,2.434183030307627,0.69686294,507.5359956631437,20.05988359451294,0.0011026859283447266,295.01324215196485,4,2.1947996616363525,0.651282787322998,14.621911678774051,3.707918882369995,0.8420124053955078,0.6139860153198242,82.7387373933868,142.09166605453865,200000,6.569429399190762,-0.0058736657,22.02737383679547,0.94324124,1.043952465057373,-1.3603588e-05,5000,59.42543005943298,15.30474853515625
5,0.3735077381134033,20,-382.77416586875916,11.04520055277357,10.520945196176227,0.93311983,159.67186429427238,22.007908821105957,0.000823974609375,122.2728943789591,5,2.198847532272339,0.637537956237793,18.488687673868036,3.595870018005371,0.6606087684631348,0.6936888694763184,20.119109922818282,43.46005959023314,240000,6.78394395631225,-0.002658509,29.41288762379344,0.9410587,1.0415644645690918,-1.3582435e-05,6000,81.44154572486877,17.36784601211548
5,0.4315671920776367,20,-356.2057170573389,12.959598963570826,7.196886763462431,0.79556584,1112.7879598923028,21.397128582000732,0.001253366470336914,449.1705904143271,6,1.3672776222229004,0.71624755859375,17.482790603839362,2.4338834285736084,0.4307727813720703,0.573084831237793,95.9807651760585,340.6167694712582,280000,8.253422976688151,-0.0025944123,29.795156017445898,0.9172186,1.1809184551239014,-1.3318226e-05,7000,102.84700202941895,17.77930521965027
5,0.27452683448791504,20,-53.60459127719514,21.14224485451833,27.407193869728676,1.0407027,759.3775530282874,18.550625324249268,0.0005428791046142578,168.92437678097073,7,1.4700171947479248,0.6195576190948486,29.08608173073763,2.5263028144836426,0.5468473434448242,0.4629507064819336,10.793963911611794,58.31245990637617,320000,1.0496603604770134,-0.004118927,30.68881802612938,0.9149227,0.9161155223846436,-1.330573e-05,8000,121.40151977539062,15.105138063430786
5,0.3037550449371338,20,38.4257003251696,21.71403640498362,28.564109843986987,1.1101863,70.28300332836807,31.988724946975708,0.0005857944488525391,6.479439680367735,8,2.280137538909912,0.6157338619232178,29.481135592045227,3.9369986057281494,0.7626762390136719,0.8386542797088623,32.84469850101762,64.02446159998507,360000,0.6033365327049274,-0.0037050326,30.46269049685108,0.897544,0.9456315040588379,-1.310463e-05,9000,153.40959572792053,27.094975233078003
5,0.41553592681884766,20,-578.316189299192,20.667079347528322,27.073397752867294,1.1146091,122.65501325228252,25.5297110080719,0.0008568763732910156,191.3924990693213,9,1.4936325550079346,0.7317850589752197,28.552899212567695,2.3919339179992676,0.5591878890991211,0.2939479351043701,2.229570447410888,-3.6780858514910504,400000,1.8469081107199676,-0.0044735186,32.027850531831874,0.88566005,1.1805448532104492,-1.297066e-05,10000,178.9460370540619,21.95348048210144
5,0.3114588260650635,20,77.48006688710302,19.49887582203649,24.671611524303167,1.778768,109.30283981561661,32.002697467803955,0.0005195140838623047,7.97898312247357,10,2.387139320373535,0.5902740955352783,27.790895633664114,4.011135816574097,0.9562537670135498,0.6217422485351562,44.91582528612347,90.21517961700738,440000,1.651021939140067,-0.008916978,29.514594640344193,0.8360935,0.9298162460327148,-1.2407177e-05,11000,210.95917129516602,27.053348302841187
5,0.44889211654663086,20,-34.503534191520885,19.283623261503852,21.39600412710774,1.9352585,91.8774996586144,34.922751665115356,0.0007798671722412109,36.45857291592998,11,1.7371304035186768,0.8540472984313965,25.90687168810905,2.5996789932250977,0.5631985664367676,0.26677584648132324,33.30966099741552,63.551618351139766,480000,2.419161358046904,-0.0033343518,28.416048905573717,0.8087097,1.3513176441192627,-1.2074462e-05,12000,245.89619827270508,30.96875309944153
5,0.2975423336029053,20,36.3528883527033,18.493692663027595,22.089716353413674,1.0975034,56.30785946175456,32.90081238746643,0.0009136199951171875,4.686490457641977,12,2.2749147415161133,0.5915238857269287,25.04486884726816,3.5849733352661133,0.7423379421234131,0.5364270210266113,24.308313274130107,45.334203395688384,520000,2.523870660561716,-0.0039186142,28.456583276998266,0.79699486,0.914682149887085,-1.189399e-05,13000,278.80228638648987,28.397987842559814
5,0.4751267433166504,20,12.61693980297423,18.42092506504265,19.941091675099273,0.93921185,47.89534504339099,41.15325951576233,0.0008516311645507812,8.397200303715252,13,1.4420325756072998,0.9553432464599609,24.947002677154405,2.371166944503784,0.4890708923339844,0.38381147384643555,19.457380618390335,31.943588678346714,560000,3.356364476054286,-0.0026060217,28.55765742088281,0.7854864,1.4675109386444092,-1.1761113e-05,14000,319.9600143432617,37.31112456321716
5,0.2798595428466797,20,45.70770185161382,15.807285255466017,16.205806419276634,1.0913799,85.84943036732147,29.66350221633911,0.0008554458618164062,8.169628480760508,14,2.27207350730896,0.5596754550933838,21.085269836498462,3.9317235946655273,0.754065752029419,0.8643696308135986,34.090966280245695,68.68704122184472,600000,2.7492893017137003,-0.001661105,23.4933548503706,0.76741534,0.8632810115814209,-1.15347275e-05,15000,349.6279287338257,24.86517572402954
5,0.4568207263946533,20,-14849.41106340941,19.145002596892326,15.965734412574731,0.8497227,84.44675740622915,44.27427434921265,0.0012974739074707031,4720.9648554789055,15,2.2055563926696777,0.926093578338623,24.341563456556727,3.7417151927948,0.7818076610565186,0.7270088195800781,-560.2436959474378,-2077.430208682512,640000,5.231161225024333,-0.0040057832,31.8041183814505,0.7584029,1.4219284057617188,-1.1426844e-05,16000,393.911030292511,39.10708737373352
5,0.43843698501586914,20,-6344.842740231892,15.798861498236036,14.49113579177642,0.67854714,66.17667169100605,30.804545640945435,0.0011587142944335938,1744.802221468614,16,1.4087650775909424,0.9180822372436523,19.39629820584129,2.455803632736206,0.5187022686004639,0.5108494758605957,-129.6019355140532,-878.2064933114176,680000,3.767487702795438,-0.0013258712,23.889453548640414,0.74223375,1.3984544277191162,-1.1207246e-05,17000,424.7263915538788,26.945496082305908
5,0.29819202423095703,20,40.20316892233677,14.677214028256255,16.35349684500724,0.8409211,123.06710927933455,41.594552516937256,0.0009419918060302734,23.108573791663982,17,2.270852565765381,0.647083044052124,18.31272198585952,3.64018177986145,0.7808210849761963,0.5675215721130371,33.146555482188944,80.2494674414047,720000,1.8369791554966306,-0.0016641761,21.751206446780536,0.73638374,0.9745113849639893,-1.1123173e-05,18000,466.326069355011,36.97661018371582
5,0.49184346199035645,20,1.2063504935940728,15.0837375711285,18.20209731882008,1.0179486,82.87844965723343,33.97616362571716,0.0038836002349853516,17.813993169180716,18,1.5681509971618652,1.0298571586608887,19.746927327185222,2.615739107131958,0.5253551006317139,0.5137627124786377,24.510032704815288,49.577583129677805,760000,1.487506356991539,-0.0030151857,21.663500804353898,0.71703196,1.5687179565429688,-1.0884725e-05,19000,500.31143522262573,29.785337448120117
5,0.3156135082244873,20,-7.05944208917208,13.405103923659624,14.792127875720933,0.788176,10.637621099420357,39.229769706726074,0.0007810592651367188,3.973321535271072,19,2.0754103660583496,0.6383235454559326,17.266325870530217,3.370333671569824,0.7069993019104004,0.545154333114624,6.768186317374608,-0.888391701495857,800000,1.7762929184886196,-0.00309831,19.46604647724852,0.6949708,0.9822583198547363,-1.0564356e-05,20000,539.5455603599548,34.87418007850647
5,0.5634493827819824,20,6.1016099385451525,12.72901746465379,14.43277093810978,0.840409,121.48125717137009,32.393800497055054,0.0014014244079589844,29.531872730906816,20,1.3505988121032715,1.1412560939788818,16.011769875734085,2.2404510974884033,0.5171568393707275,0.31970739364624023,31.717355701408945,57.95709020573704,840000,1.253144306513316,-0.002822534,17.55733439236719,0.68566287,1.7553062438964844,-1.0410736e-05,21000,571.9481461048126,28.393983840942383
5,0.3758089542388916,20,18.813192921341397,13.144831199826303,11.496395956260857,1.005669,33.39072203141404,41.57288217544556,0.0007421970367431641,4.239375696567678,21,1.5592544078826904,0.7991092205047607,18.673241892088743,2.86201810836792,0.5617036819458008,0.701876163482666,15.850581365539984,26.414697640210214,880000,3.9683816989398593,-0.0039363448,22.846664763890157,0.7015863,1.2186126708984375,-1.0644052e-05,22000,613.5253610610962,37.48921465873718
5,0.3181023597717285,20,-16614.97147358954,15.351126137933909,20.0894525211052,0.79244846,139.5953649901785,29.448667526245117,0.0008070468902587891,3644.124193456729,22,2.074148416519165,0.6601033210754395,23.42971859255,3.598632574081421,0.7038462162017822,0.7799108028411865,-244.8363204338143,-731.0711211270536,920000,3.1387027849745364,-0.0054464573,28.496647916207074,0.6993893,1.006286859512329,-1.0602634e-05,23000,642.9796764850616,24.84094548225403
