Data-TimeEnvSampleProc,Time,Data-EnvTrajs-NumTrajs,Data-EnvTrajs-StdReturn,Data-EnvSampler-EnvExecTime,n_timesteps,Policy-MaxReturn,Policy-AverageAbsPolicyMean,Policy-TimeSampling,Policy-AverageDiscountedReturn,Policy-TimeAlgoOpt,Data-TimeEnvSampling,Policy-AverageReturn,Policy-AveragePolicyStd,Model-TimeModelFit,ModelSampler-n_timesteps,Data-EnvSampler-PolicyExecTime,Iteration,Data-EnvTrajs-MaxReturn,Policy-MinReturn,Policy-StdReturn,Policy-TimeStep,Policy-TimeSampleProc,ItrTime,Data-EnvTrajs-AverageDiscountedReturn,LossBefore,Data-EnvTrajs-AverageReturn,LossAfter,Policy-NumTrajs,Data-EnvTrajs-MinReturn
0.0004687309265136719,8.554226636886597,5,24.181548154617243,0.1268444061279297,1000,-454.12565295398235,0.68772477,3.855219602584839,-260.3309893373264,0.9430234432220459,0.17651867866516113,-677.5212674640119,0.984708,3.1062071323394775,40000,0.03942060470581055,0,-56.29221793049363,-1677.8736890256405,273.65886686654454,5.269180536270142,0.3634026050567627,8.55422568321228,-31.090019090701322,-1.4031762e-05,-85.33542831140599,-0.016972858,20,-121.53582835652408
0.0007810592651367188,15.871134519577026,5,49.89784208512957,0.22490954399108887,2000,317.71919828653336,0.6737797,1.5224642753601074,62.22267931069915,0.587254524230957,0.8446002006530762,194.7995574206114,0.945682,3.7656731605529785,80000,0.5998902320861816,1,-2.038924667467572,82.61863321065903,67.19178453643647,2.5752153396606445,0.44510531425476074,7.188769578933716,-32.88386166363267,-1.3656345e-05,-71.84004830722986,-0.017221546,20,-120.72310580690689
0.0008692741394042969,24.85016894340515,5,62.48864345678633,0.3282642364501953,3000,276.43051409721375,0.6286408,1.4001905918121338,70.13512241973442,0.5607545375823975,1.1134033203125,181.63878062032163,0.90272623,5.3998987674713135,120000,0.7541553974151611,2,28.398691748227606,86.45031161606312,53.71290165807197,2.4588162899017334,0.46286916732788086,8.974719047546387,-29.356687209828397,-1.315038e-05,-68.6649041236251,-0.017178098,20,-168.87433667256596
0.0006396770477294922,39.270848512649536,5,21.560161203641208,0.3448195457458496,4000,-79.78560411930084,0.56905127,2.3891079425811768,-60.84985577642247,0.8468198776245117,1.360748052597046,-139.64461367614567,0.86942554,8.994707345962524,160000,0.9775078296661377,3,7.475022218427461,-223.05438870191574,37.098781907691105,4.056268930435181,0.7903077602386475,14.414553880691528,-13.937768184643295,-1.2790633e-05,-33.24949783901084,-0.015029509,20,-55.745820217597746
0.0005035400390625,52.90760588645935,5,35.49522766504452,0.43027186393737793,5000,-101.71538299322128,0.5569769,1.6498188972473145,-68.5909026881699,0.6282646656036377,1.3573973178863525,-159.93399222679437,0.84019375,9.461233377456665,200000,0.8776993751525879,4,-15.586442069299466,-236.49535807967186,32.47777745737612,2.805847644805908,0.4716484546661377,13.627171754837036,-26.155344929330518,-1.2427257e-05,-55.036811727588905,-0.012681856,20,-112.73817595332281
0.0009870529174804688,70.10109496116638,5,19.662920333484177,0.4088592529296875,6000,-3.0518275797367096,0.6185583,1.556121826171875,-27.3269463433147,0.5751771926879883,1.3647360801696777,-56.134022475779055,0.81623155,12.891067028045654,240000,0.9186139106750488,5,24.533403448199234,-132.35760048031807,32.447038727869625,2.926751136779785,0.7485494613647461,17.188899993896484,-2.856013578127702,-1.2144852e-05,2.4148116508403734,-0.015105865,20,-26.268819986397375
0.0009021759033203125,89.80536079406738,5,31.83319950004573,0.385221004486084,7000,111.33858633041382,0.69175535,2.128324508666992,13.38357500508892,0.7656714916229248,1.4314219951629639,41.81742228902876,0.79145616,14.512728452682495,280000,1.0117924213409424,6,29.644593461795036,-11.97711330652237,36.100553729296024,3.7521615028381348,0.7937781810760498,19.699853658676147,-11.226862579296002,-1.183411e-05,-23.395182186358756,-0.016250707,20,-54.348824765079044
0.0011680126190185547,110.0320873260498,5,19.524352616188985,0.554739236831665,8000,-216.82606230676174,0.72036946,1.57684326171875,-123.13209457212447,0.5569310188293457,1.666524887084961,-292.3392626669258,0.7804503,15.849287748336792,320000,1.0654301643371582,7,110.45915315329827,-377.49250077456236,40.81030525586447,2.6985721588134766,0.5124251842498779,20.217177391052246,24.42748972663686,-1.1691494e-05,75.98896313464725,-0.016744135,20,50.1387493814846
0.0008091926574707031,134.16673755645752,5,22.64151798725881,0.3571491241455078,9000,74.20450942218304,0.71850616,1.5861458778381348,9.320266127443029,0.5665023326873779,1.235408067703247,27.860864272341132,0.7541431,20.314152002334595,360000,0.843761682510376,8,19.217361165802274,-67.97393318265676,38.11132429036543,2.573193311691284,0.3959810733795166,24.12638521194458,-0.16817777498677983,-1.1353759e-05,-20.440988206195463,-0.01660148,20,-48.13362719159764
0.0009434223175048828,161.77853846549988,5,55.776835605743464,0.4082958698272705,10000,-42.92439280450344,0.6985971,1.597071886062622,-51.66219723433411,0.6049621105194092,1.7233648300170898,-119.34970647133886,0.7316551,23.194387912750244,400000,1.2706825733184814,9,114.77314185875274,-180.4931772351265,32.80120762336163,2.6828482151031494,0.4462625980377197,27.604108333587646,21.859367077913763,-1.1068684e-05,57.77147011810397,-0.015907094,20,-38.45647639641452
0.000736236572265625,190.94629168510437,5,45.317635558875544,0.36811208724975586,11000,329.44404700398445,0.73467624,1.8021230697631836,-8.750551144810666,0.6077487468719482,1.368835210800171,-203.81016555763782,0.72403616,24.65076494216919,440000,0.9614272117614746,10,141.2235957037774,-8394.513549402356,1879.550245848158,3.1225194931030273,0.6610004901885986,29.146453619003296,19.84471111188018,-1.09379325e-05,52.7493458717889,-0.014986219,20,14.582824933738932
