Policy-StdReturn,n_timesteps,Policy-AverageReturn,Data-EnvTrajs-MaxReturn,Policy-AverageDiscountedReturn,Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Policy-AverageAbsPolicyMean,Data-EnvTrajs-StdReturn,Policy-TimeAlgoOpt,Policy-AveragePolicyStd,Data-EnvSampler-EnvExecTime,ItrTime,Policy-MinReturn,Policy-TimeSampleProc,Time,Data-TimeEnvSampling,Policy-TimeSampling,Model-TimeModelFit,Policy-MaxReturn,Data-TimeEnvSampleProc,ModelSampler-n_timesteps,Data-EnvTrajs-AverageReturn,LossBefore,Policy-TimeStep,Iteration,Data-EnvSampler-PolicyExecTime,LossAfter,Data-EnvTrajs-NumTrajs,Policy-NumTrajs
25625.02694730007,1000,-5384968.365801008,-174.21722578324267,-2094994.2207519468,-71.13771753843888,-334.1525358738357,0.46060058,65.65818246446268,1.3936614990234375,0.96554536,0.28210926055908203,13.317379713058472,-5445739.202339828,0.5472543239593506,13.317381143569946,0.35964488983154297,6.467935085296631,4.5023722648620605,-5333421.502608478,0.0007269382476806641,40000,-261.1653751582359,-1.3832721e-05,8.452715873718262,0,0.06152606010437012,-0.0054018633,5,20
876285.0811208198,2000,-3821468.9285103744,171.39018425941524,-1123417.5010327313,77.82166439623722,-47.635750139331535,0.48836133,72.50381061377517,0.5089869499206543,0.9432293,0.38495779037475586,8.99988865852356,-4997468.302303016,0.5234971046447754,22.63944149017334,1.1647026538848877,1.5052473545074463,5.247259616851807,-716062.8930908442,0.0007319450378417969,80000,47.83672907658051,-1.36003e-05,2.5853419303894043,1,0.7521224021911621,-0.0035864846,5,20
1108954.7768580883,3000,-4525765.425311695,134.30786560890428,-1580108.0792976238,66.92865397318631,-100.5896172827918,0.879525,99.42032867256235,0.5385239124298096,0.9385565,0.32642269134521484,9.195523977279663,-5188016.836750329,0.5077493190765381,31.83888268470764,0.7762718200683594,1.5623986721038818,5.7722413539886475,-899077.3246690929,0.0005486011505126953,120000,-12.628458884240652,-1.35544215e-05,2.64481520652771,2,0.4284968376159668,-0.0047882874,5,20
1464847.9260324275,4000,-3394610.327511342,-320.23715799839437,-1017824.260603887,-100.86633237874182,-408.99863450847926,0.7913075,35.9870603043939,0.5465104579925537,0.9257736,0.31694817543029785,11.307560443878174,-4958652.520488769,0.5711915493011475,43.15416407585144,0.8006253242492676,1.541640281677246,7.805204391479492,-263.32778076827526,0.0005319118499755859,160000,-375.09344947623765,-1.3424636e-05,2.6996965408325195,3,0.45882487297058105,-0.005707122,5,20
127671.29659836703,5000,-4915756.662295881,-166.752343848028,-1740252.192175104,-91.61726738053305,-493.5816507126042,0.8343073,109.29666294174667,0.8870389461517334,0.9096366,0.3342258930206299,19.902110815048218,-5062415.88666603,0.5938019752502441,63.06060862541199,0.8864150047302246,2.48018741607666,15.031972169876099,-4563613.355744302,0.0006074905395507812,200000,-360.92328231986676,-1.324779e-05,3.9798624515533447,4,0.5291502475738525,-0.004238476,5,20
1004214.3243294498,6000,-410331.45230901986,293.04496147256634,-101847.63689679927,103.37900028628981,-63.396702634120665,0.63089395,134.15968505604175,0.5555078983306885,0.89714617,0.42090559005737305,17.23428177833557,-4476750.342211261,0.34860849380493164,80.3018913269043,1.0450239181518555,1.6436569690704346,13.582687616348267,-615.5778030157089,0.000762939453125,240000,108.2172557024339,-1.310397e-05,2.603365182876587,5,0.5938482284545898,-0.00795449,5,20
1353748.1943039722,7000,-451807.2417461455,-151.28728244574452,-145564.74198114767,35.16353879555396,-175.47405335488364,0.58907676,9.020505151323388,0.49131178855895996,0.8947404,0.3061528205871582,17.125913858413696,-4594933.652182341,0.6795775890350342,97.45496129989624,0.7309408187866211,1.5060231685638428,13.669429540634155,-451.674145758152,0.0005466938018798828,280000,-157.83978408441632,-1.3073385e-05,2.716294288635254,6,0.4043292999267578,-0.007369725,5,20
56586.59854736513,8000,-4649606.88880071,-161.30692504163505,-1552158.786690769,28.662961999945463,-194.1539551182856,0.8594539,11.85080919382342,0.7349088191986084,0.88807464,0.3378572463989258,29.553588151931763,-4748807.213770121,0.6889922618865967,127.01307916641235,0.8470633029937744,2.237746238708496,24.99980592727661,-4531532.2249106765,0.0009353160858154297,320000,-177.05694378541537,-1.3000377e-05,3.703693151473999,7,0.4857161045074463,-0.005727677,5,20
1494383.0685264233,9000,-743692.2830964916,-120.89887816804779,-205612.27969263913,45.82124499601952,-133.95899695067436,0.7323219,4.49135337478407,0.5830299854278564,0.8669476,0.5129432678222656,22.920921802520752,-4071342.466555655,0.4026014804840088,149.94166469573975,1.2594478130340576,1.754685401916504,18.88015627861023,-536.110571205616,0.0008766651153564453,360000,-128.21478653287485,-1.27411895e-05,2.7787094116210938,8,0.6985349655151367,-0.0038444973,5,20
63.77942515441489,10000,-486.8957872316241,-103.52711218643444,-184.54339273212403,52.38365327538639,-116.12179101499696,0.6621562,4.891215091793085,0.7850475311279297,0.848909,0.3328392505645752,30.05462956428528,-586.7771514952183,0.7573239803314209,179.9992334842682,0.8140645027160645,2.3248353004455566,25.336151838302612,-346.49780970811844,0.0007555484771728516,400000,-109.53437706829143,-1.2544111e-05,3.9009504318237305,9,0.4579916000366211,-0.010943884,5,20
1285223.5763591868,11000,-629021.5201927439,-97.26795888789836,-157091.64133855017,55.15848405710176,-102.57131835758736,0.7599421,2.2410412158439095,0.5937240123748779,0.84257627,0.5093741416931152,27.5390145778656,-3726117.4271580577,0.42473530769348145,207.54656839370728,1.2709813117980957,1.392655372619629,23.819138765335083,-543.6383658647537,0.0007805824279785156,440000,-100.17782368774547,-1.2454571e-05,2.446100950241089,10,0.7284762859344482,-0.0070266994,5,20
81169.75787171617,12000,-19434.42887670696,-65.09455650980088,-2898.7647338856086,51.67841982482439,-144.02035220280283,0.7194085,28.36980624162088,0.6773440837860107,0.8262737,0.39118504524230957,35.99444007873535,-373195.6485373378,0.7557497024536133,243.55297708511353,1.036715030670166,2.068518877029419,31.399641513824463,-161.25586771965027,0.0007643699645996094,480000,-108.02571527543091,-1.22734245e-05,3.554762125015259,11,0.6188130378723145,-0.0066866083,5,20
46778.528138122434,13000,-4078761.8892604886,-51.93720469219404,-1198652.8333406928,64.26456409457884,-108.05912392916476,1.5295371,19.911856929996624,0.620089054107666,0.81901157,0.4417738914489746,27.70948839187622,-4158034.3739567995,0.6294815540313721,271.2669186592102,1.185701847076416,1.655541181564331,23.585262537002563,-3990582.062476158,0.0007781982421875,520000,-75.98559045027815,-1.2153827e-05,2.933774948120117,12,0.7106196880340576,-0.005224043,5,20
327591.87941167987,14000,-110657.59996453152,123.42178969253602,-18170.6903062844,101.64759555773013,-2.8086381536115974,0.7493618,41.77915822530315,0.5928397178649902,0.81285083,0.7729113101959229,36.199530363082886,-1354881.2027806938,0.3655390739440918,307.473424911499,1.9656014442443848,1.4475953578948975,31.777329921722412,240.5415695309639,0.0011665821075439453,560000,73.61789346744641,-1.2084575e-05,2.453212022781372,13,1.1424965858459473,-0.005850944,5,20
229504.17433590232,15000,-2603821.704180806,223.27170368912198,-572186.9581315964,107.93549314914814,62.85621012538067,1.2743791,60.03446650901048,0.8751809597015381,0.79904604,0.4377624988555908,36.3608238697052,-3027916.648847759,0.4856302738189697,343.83883810043335,1.2186188697814941,2.4325413703918457,31.31331753730774,-2068431.2476586103,0.0007510185241699219,600000,112.52478289134145,-1.1931512e-05,3.8259987831115723,14,0.7512116432189941,-0.006810409,5,20
39.76094310530676,16000,98.75152918267995,347.50404721354903,20.076807960626564,126.37870818918425,129.8358673630263,0.69295233,79.76874166725905,0.49591064453125,0.7924722,0.7028460502624512,31.14876365661621,-11.136190667748451,0.41763758659362793,374.99516129493713,1.9133613109588623,1.3284082412719727,26.93525004386902,163.59589591622353,0.0017113685607910156,640000,266.07457242383487,-1.1836309e-05,2.2959883213043213,15,1.1587073802947998,-0.004474443,5,20
3822.013222735337,17000,-633.3710365220904,347.8651818796092,-43.12141334741213,129.6727119678597,256.0997050892643,0.8122235,31.880565960349916,0.5347268581390381,0.79119956,0.5047566890716553,38.324230670928955,-17286.24819508195,0.32082080841064453,413.3260819911957,1.6502554416656494,1.3309338092803955,34.44490146636963,397.50587224960327,0.0009441375732421875,680000,298.0951113016852,-1.18094395e-05,2.2257444858551025,16,1.0965569019317627,-0.006496431,5,20
14432.90384304717,18000,-5239.370521837473,319.5601250102049,-716.332158965574,118.28484949270315,133.1997432251832,0.75290185,72.27236387318798,0.8207607269287109,0.78222364,0.4653661251068115,33.385586977005005,-65784.51618945599,0.6804370880126953,446.71840620040894,1.3679862022399902,2.5697662830352783,27.922251224517822,20.359385937452316,0.0007984638214111328,720000,222.70124521205875,-1.1684871e-05,4.091567039489746,17,0.8667597770690918,-0.006289568,5,20
370852.09591519524,19000,-85013.26587045044,332.1357066081646,-15571.063314850951,121.88602927686017,204.0327904047224,1.1192813,47.11953756784404,0.5139329433441162,0.7738224,0.7030119895935059,32.360291481018066,-1701520.0254205465,0.3494136333465576,479.0878140926361,1.947326421737671,1.3825764656066895,28.107811450958252,203.0016611814499,0.001172780990600586,760000,277.3672212505063,-1.1589672e-05,2.2985057830810547,18,1.1942002773284912,-0.007820719,5,20
1818.6396633990832,20000,-551.4085395410657,313.6002030502934,-75.82838212109962,125.67165019591974,162.75124863195515,1.0979338,53.88347633919186,0.4948916435241699,0.77636003,0.48215365409851074,38.27483534812927,-6931.91647708416,0.3593099117279053,517.3715283870697,1.3502857685089111,1.359574317932129,34.624412536621094,228.21131700277328,0.0009608268737792969,800000,244.2003938836878,-1.1600168e-05,2.2963144779205322,19,0.8261995315551758,-0.006021115,5,20
577.8478373894795,21000,225.47618911117314,343.6779347377411,97.10398611327034,131.15624343842725,199.07087437396402,1.0127598,50.69158614111824,0.7648324966430664,0.75231713,0.4325287342071533,33.27419114112854,-2287.017392873764,0.758364200592041,550.654177904129,1.2617671489715576,2.3989992141723633,28.013692140579224,452.4639849662781,0.0010921955108642578,840000,289.50658865638786,-1.1289936e-05,3.9938271045684814,20,0.7946178913116455,-0.00046225314,5,20
134.49511376977333,22000,144.55636435449122,340.32259732633815,47.101709360161465,126.85044273872923,232.41585998957314,1.1071451,39.06962412625796,0.5870275497436523,0.74303484,0.7029638290405273,32.53525257110596,-406.9305449128151,0.32422661781311035,583.1977241039276,2.071038246154785,1.37666916847229,28.149193048477173,254.55496937036514,0.0012640953063964844,880000,289.0881461016132,-1.1163973e-05,2.308302164077759,21,1.3054206371307373,-0.0034213846,5,20
37.67970828956574,23000,115.99418130218983,334.2857244403563,53.69362999690726,128.92512139141957,282.16897183686564,0.9651586,18.83617826900202,0.6889374256134033,0.7310227,0.41707682609558105,41.341283082962036,45.087216168642044,0.46361494064331055,624.5432064533234,1.2568159103393555,1.9201593399047852,36.96714735031128,197.30820953845978,0.000919342041015625,920000,307.7244259312919,-1.0998457e-05,3.1128711700439453,22,0.8079376220703125,-0.002764631,5,20
31.428175106499896,24000,232.25680265277623,265.2882454871075,104.35636467517483,122.89947316060315,139.68527592640115,0.8727922,41.362072795686146,0.785792350769043,0.7186872,0.39610934257507324,30.392340660095215,176.3045021891594,0.6547553539276123,654.9424533843994,1.2407276630401611,2.215486526489258,25.445066690444946,284.41815012693405,0.0008518695831298828,960000,210.39915720301104,-1.0802293e-05,3.702929735183716,23,0.8124291896820068,-0.0051738266,5,20
49.25590709150283,25000,202.60193448662758,221.78941659457354,94.36836146618248,120.27336585904727,110.58246351110617,0.8503249,36.795126958974315,0.6493604183197021,0.7045309,0.6875603199005127,45.64570951461792,63.76983904838562,0.33889222145080566,700.5982646942139,1.9564592838287354,1.8912687301635742,40.77870726585388,251.51810866594315,0.0015306472778320312,1000000,168.42046293567878,-1.066728e-05,2.9064457416534424,24,1.2162103652954102,-0.0054422687,5,20
25.31220871808738,26000,194.47745097130536,291.468504284499,102.45196791018074,131.55032638733044,235.18232935265192,0.6334003,21.36991497416187,0.7842295169830322,0.6804946,0.39992332458496094,31.20372700691223,134.56697535514832,0.7535998821258545,731.8142929077148,1.214428186416626,2.5169637203216553,25.90412402153015,236.37337133288383,0.0008511543273925781,1040000,264.3476739095705,-1.0280534e-05,4.081227540969849,25,0.7799279689788818,-0.0039732424,5,20
53.86819124987853,27000,275.40895744562147,338.99769430890166,130.7429149586424,133.47980199077807,220.0483733773687,0.66567934,38.399194494415426,0.502955436706543,0.6697566,0.723825216293335,39.30816459655762,108.6199226975441,0.2867393493652344,771.1315925121307,2.0670275688171387,1.4754550457000732,34.95558404922485,327.3631111383438,0.0016841888427734375,1080000,275.43506964412563,-1.0118772e-05,2.2818121910095215,26,1.2909431457519531,-0.004120472,5,20
23.142471642524285,28000,287.6059429094195,348.01671710419646,122.47136331409203,135.75508407394804,262.77217417687996,0.60623187,30.62256299653732,0.782480001449585,0.65423596,0.4292185306549072,37.96110010147095,227.8261080980301,0.6866374015808105,809.1029069423676,1.255462408065796,2.3396191596984863,32.844597816467285,324.07408732175827,0.0008459091186523438,1120000,321.8651142919925,-9.838591e-06,3.8567423820495605,27,0.7905857563018799,-0.0022030014,5,20
